id	GSM5176138_Control	GSM5176139_Control	GSM5176140_Control	GSM5176141_Control	GSM5176142_Control	GSM1332201_Control	GSM1332202_Control	GSM1332203_Control	GSM1332204_Control	GSM1332205_Control	GSM1332206_Control	GSM1332207_Control	GSM1332208_Control	GSM1332209_Control	GSM1332210_Control	GSM1337304_Control	GSM1337305_Control	GSM1337306_Control	GSM1337307_Control	GSM1337308_Control	GSM1337309_Control	GSM1337310_Control	GSM1337311_Control	GSM1337312_Control	GSM1337313_Control	GSM5176143_Treat	GSM5176144_Treat	GSM5176145_Treat	GSM5176146_Treat	GSM5176147_Treat	GSM5176148_Treat	GSM1332211_Treat	GSM1332212_Treat	GSM1332213_Treat	GSM1332214_Treat	GSM1332215_Treat	GSM1332216_Treat	GSM1332217_Treat	GSM1332218_Treat	GSM1332219_Treat	GSM1332220_Treat	GSM1337327_Treat	GSM1337328_Treat	GSM1337329_Treat	GSM1337330_Treat	GSM1337331_Treat	GSM1337332_Treat	GSM1337333_Treat	GSM1337334_Treat	GSM1337335_Treat	GSM1337336_Treat	GSM1339633_Treat	GSM1339632_Treat	GSM1339631_Treat	GSM1339630_Treat	GSM1339629_Treat	GSM1339628_Treat
KRAS	8.0456878	8.7021328	8.5085989	8.6135841	8.7095801	8.6701171	8.3576039	8.026513	8.8683116	9.488149	9.7595016	8.572758	8.884239	8.6969195	8.7379657	8.7882332	8.703903	8.6072193	9.2027216	8.7394182	8.9318662	9.2659662	8.7984427	8.9149995	8.9318662	8.8649764	8.7787446	8.7625014	9.2219239	9.0585591	8.762942	8.7299193	8.584817	8.7327453	8.472073	8.534784	8.2679909	8.090874	8.895613	8.4493001	8.3841942	8.3150959	8.8450993	8.109083	7.9341028	8.1643971	9.0739288	8.4202957	8.6760822	8.3648627	9.0745717	9.131552	8.4652167	8.6046856	8.3489872	8.4052361	8.5922369
LAMP2	8.7740469	9.3662782	9.6355153	9.4906938	9.6075983	9.7142075	9.7683507	9.029842	9.0153855	9.021592	9.5293291	9.227318	8.712971	9.7036368	9.2025596	9.7507695	10.1658344	9.6283329	9.6955154	9.25752	9.0450404	9.6745655	9.6410699	9.5448462	9.5895845	9.6710598	9.4290717	9.7253623	9.9039349	9.6335298	9.8186997	9.4761949	9.738931	10.0534905	9.421985	9.708893	9.5254213	9.547985	10.113544	9.5622521	9.2262654	9.4617523	9.6709256	9.333972	9.3915274	9.189524	9.5605273	9.6914945	10.0259377	9.8902571	9.8168292	9.991683	9.8453993	9.44194	9.5970774	9.6895369	9.6239406
LCN2	7.0506669	5.9496642	5.5664791	5.1863453	6.1707526	5.2437584	6.3530123	5.438616	3.7420925	6.176584	6.6207957	7.672804	6.714874	6.4115183	6.2721928	4.2225476	7.0505152	6.2554587	4.7700781	6.3750747	6.4863816	4.3303166	6.1750061	6.0743078	6.5857868	5.3307507	5.9657921	4.4886907	7.2374748	4.4411933	4.0073439	4.525313	5.8477136	5.2574407	3.042843	5.583715	5.0279981	6.609676	6.279452	5.1887862	6.0682432	5.2744637	6.8347966	3.7714321	5.0807573	5.6334286	4.301149	5.7186336	4.2830457	6.0133338	6.6537533	5.8606	4.9976494	4.904959	6.2522311	5.8271758	6.4942516
LGMN	10.3437014	9.7595322	10.8010983	10.1215351	10.7336393	10.6343526	10.375996	9.194217	10.1258717	10.023615	9.9590144	9.504296	9.684446	9.5215516	9.3217915	10.7651478	11.3613585	9.8392655	10.3721609	10.210679	9.52379	11.7110453	11.420107	11.2296887	11.6332402	10.6478567	10.1961983	10.4446462	10.6655294	11.0103547	11.1441103	10.8603056	11.3482067	11.7925095	10.34271	11.028487	10.9567404	11.28291	11.825836	10.6060783	11.0990897	10.7802681	10.8458663	11.204043	10.8299112	10.3902441	11.4575816	10.6376278	11.076879	10.9452082	11.6222581	11.29902	10.9734825	10.5041502	10.1382726	10.2685285	11.09489
LIFR	6.3876476	6.5191155	7.1660806	6.4218319	6.3664197	7.563576	6.7556151	6.665229	6.8618692	6.63114	6.9714014	3.804666	6.573525	6.2136994	6.7074777	5.7547302	6.0309087	7.2509272	6.0969986	7.0186607	7.1642659	5.1019545	4.6342574	5.3631791	5.5208999	5.0532739	5.8621217	5.2409132	5.700879	5.4180577	5.8734956	6.2403613	5.9302194	5.5409833	5.646865	6.596454	5.4347012	6.05576	5.703748	6.5339501	6.1313542	5.9000945	6.0089523	6.7040648	6.4702642	6.7788012	5.7481798	5.9145581	6.22573	6.0634737	4.606298	5.990994	6.6531073	6.4488197	6.3829191	6.8335627	5.3939331
LIG3	6.6148796	6.3203734	6.7403351	6.3340736	5.1102752	6.9041485	6.3601789	5.617615	7.0378605	6.049378	6.3924027	6.852967	5.818874	6.3849799	5.2699068	5.7784067	6.1140532	6.8017215	6.2018207	5.5505161	6.6183116	6.3635195	6.2634298	5.7024051	6.3647117	6.684388	7.0034041	6.6970271	6.6990037	6.1577256	6.7898662	6.6781792	6.9532835	6.8941909	6.902164	7.016056	6.6900901	6.020855	6.527046	6.728662	6.0904723	5.5000167	6.9754129	6.8974341	6.3713759	6.6484516	6.9197688	6.9036103	6.9286922	7.2626543	6.6150644	6.460934	6.1844316	7.4167973	6.3903554	5.9012761	6.4984682
LINC00472	3.9284913	3.7899545	4.8778398	2.8301966	5.3663376	5.020773	4.4108183	5.088473	1.8031808	3.206952	5.6946859	4.047214	2.966228	4.1983311	5.4787823	5.3803257	4.4533616	4.3612914	5.1412256	4.2793157	4.2722023	2.1657684	4.235645	2.2939766	4.2204466	3.0816889	2.8374099	3.5843036	4.9811292	4.3496181	5.9511498	4.2417303	5.3940197	4.5287669	2.967944	3.447741	4.7028474	5.017202	5.40836	3.907068	4.3718207	3.6914633	4.8836821	2.4056503	4.5907075	4.6779813	2.5536595	4.9684913	5.094569	5.0664021	4.5699083	4.504977	6.1401755	3.6344342	4.318465	5.0984492	3.3227617
LONP1	8.6074976	8.2416155	8.5793223	8.8015597	8.9247758	8.6632549	8.7035969	7.888153	8.7785181	8.836877	6.7771085	8.962141	8.898153	8.520219	9.1365137	8.5870961	8.5863388	7.9123253	8.9493176	8.7752434	8.0718383	7.2804996	8.1259333	8.9013045	8.4756671	7.3168697	8.0801317	7.9349263	8.5847317	8.2047709	7.8403286	8.1960259	8.2305525	8.5908023	8.086369	8.028527	7.7553732	8.126765	8.228392	8.3500817	8.1506621	8.0476778	8.412595	8.4380569	8.2477651	8.405616	8.6150667	8.5506993	7.9195696	8.105411	8.4480529	8.522886	8.5387223	8.8855044	7.6997472	8.1310432	7.7377879
LPCAT3	7.6145765	7.1410196	7.7053474	6.5627235	6.6943309	7.1584294	7.2995671	6.658965	7.615956	7.864916	6.7698746	7.828283	6.908777	7.5141166	7.0781782	6.4536779	6.5395178	6.9460212	6.8182726	7.5194466	7.6703267	7.0400746	7.504606	7.4876356	7.8206645	6.6746706	6.6831285	6.2965359	6.807347	6.6677134	7.2468367	6.3891344	7.0330031	6.8065632	6.745049	6.777044	6.4853122	7.314022	6.81143	6.564039	5.632347	6.9336468	6.2177989	7.7068833	6.8416954	5.40796	7.576539	6.795395	6.8106401	6.1595814	7.8179059	6.5274	6.3654253	7.5668573	5.9747283	6.3957833	7.3805924
LPIN1	8.446231	8.8696579	8.4959144	8.6579015	8.6240006	8.9203393	9.0353961	8.444925	8.0841911	8.347532	8.2173586	7.928534	7.810586	8.300846	8.8626117	7.9306066	8.0521239	9.8112231	8.0494424	8.5283853	8.3874869	7.7852742	8.0772038	7.9456111	7.8835674	7.6210854	8.0888842	8.1127937	7.8889737	7.9408452	7.6039938	8.5165346	8.2597417	8.3681789	8.051403	7.812282	7.6554714	8.190825	8.013122	8.2092906	8.4735367	8.6233396	8.3594727	8.1730364	8.0624765	8.225051	7.7114329	7.7585472	7.9096099	8.2763314	7.6367359	8.064073	7.9990714	8.5955372	8.2787742	8.185877	8.3551023
LYRM1	8.6256272	9.1082041	8.5526496	8.0555103	8.3372347	8.3672024	8.8209608	8.994442	8.435714	8.077498	8.7653669	9.15123	8.218789	8.0091332	8.7840223	8.0451452	8.1161124	9.5777678	8.3155969	8.7015378	8.4201056	8.1653105	7.9023427	7.8536492	7.7834727	8.3133642	8.2955632	8.6047795	7.6962627	7.894202	8.364573	8.5200041	8.0486754	7.8462502	8.114446	8.37631	8.8070621	7.79003	7.882634	8.240096	8.3391822	7.7127547	8.5083093	8.398246	9.0375099	9.3387699	8.1322169	9.3786633	8.1170406	7.9986211	7.82619	8.804932	8.4651001	9.095402	8.2859642	8.4354977	8.4859627
MAP3K11	8.5057383	8.944267	8.7960904	9.3793721	8.7555787	8.7638905	8.5786283	8.668712	8.5533058	9.354359	8.8860517	8.844987	9.329094	8.4633484	8.6942979	8.7195138	9.2387374	8.8321147	8.5418914	8.2972282	8.6071027	9.2103217	9.1012954	8.9625519	8.9277749	9.265701	9.1452446	8.690662	8.5658282	8.7600934	8.6367516	8.6079631	8.0845164	8.5495317	8.760858	7.921182	8.9223756	8.777222	9.427843	8.9860318	9.3187877	8.5433468	8.635482	8.8076202	8.3171064	8.834143	8.4690771	8.3319871	8.8636636	8.8575087	8.9489064	8.558981	8.7700456	8.3313807	8.4824639	8.1858108	8.5149162
MAP3K14	6.3486058	7.2622087	7.8440643	6.8403223	7.9215794	6.7316352	7.4802407	7.404145	7.9482939	8.061716	7.8393391	6.804994	7.940924	6.7447724	7.4098134	7.4839724	7.2535879	6.4441359	7.6330935	7.1399236	7.2151532	7.6208273	8.0255365	8.4081877	7.2046301	6.8591831	7.524481	7.3861824	7.7835202	7.6546314	8.1821894	7.872791	7.9647177	7.7973678	7.04831	7.654966	6.8402738	7.476888	7.47521	7.5153014	7.8763107	6.9774808	7.5977766	7.2884823	7.8146911	7.1601315	7.4119967	7.0517642	7.5781288	7.5010613	7.7202629	6.746414	6.9766162	7.0027915	7.5540975	7.2617824	7.2841587
MAPK1	8.7022197	9.116326	8.5643493	8.50072	8.1415557	8.8756106	8.799375	8.406648	8.2288207	8.30639	8.257254	8.467405	8.194191	8.1849401	8.2860512	9.1210752	8.8913614	8.1224045	9.2354609	8.2953173	8.6369975	8.8303449	8.4904686	8.6739893	8.7281212	8.8150178	8.6575292	9.170018	8.7332883	8.6392035	8.6402214	8.7232771	9.4610385	8.6819632	8.710879	8.634404	8.8186168	8.689877	8.76121	8.8309576	8.6872102	8.778129	8.5749247	8.6429857	8.6885821	8.8439074	8.870039	8.617169	8.5710413	8.7615592	8.4317499	8.576015	8.590799	8.8688472	8.6983907	8.6804599	8.802927
MAPK14	8.2796061	7.9707478	7.9509978	7.6428092	7.7415487	8.3381008	8.1773493	8.171599	7.8028696	7.928341	7.9210585	7.667363	7.403787	7.724677	7.4018971	7.3971495	8.0193966	8.1662295	8.2491304	7.5698423	8.2877829	7.9560743	7.8147386	7.9943543	8.1947059	7.6436064	7.7219179	7.6526159	7.695973	7.6337725	8.1086707	7.5632057	7.9828468	7.839046	7.768297	8.045502	7.9015435	7.789958	7.71324	7.9987441	7.752665	7.8477926	7.8188947	7.8920308	7.9556937	7.9541227	7.8503308	7.8456573	7.7396694	7.7655178	7.7794921	7.635811	7.6466066	8.0367398	7.8670634	7.9948546	7.7119222
MAPK3	9.3685474	8.6545031	9.0363762	8.3250006	9.3498346	7.9452015	7.8436618	8.259694	8.5838732	9.483494	8.9611889	8.576657	9.761132	9.7969723	8.635897	7.7233615	8.6860837	9.0990953	7.767238	6.8813922	9.2977183	9.6134917	9.3707493	9.0155795	9.4540524	7.5826812	8.6001228	8.443153	9.9140321	9.0526784	9.0241088	8.1493502	10.1767947	10.1963442	8.845663	9.313349	9.1240601	9.080662	9.640889	9.8690955	8.0663724	9.2837206	9.9525136	9.7594933	9.3337283	9.2651286	9.4641292	8.6759914	9.6118387	9.0102536	9.4812484	8.135741	9.0243666	9.2323464	9.8041899	9.8083103	9.2827479
MAPK8	5.7991334	5.945297	6.5358987	5.2357963	4.9321018	6.4160464	6.4046113	7.049274	6.2140411	6.838536	7.4167387	7.569194	7.070298	6.2091059	6.39828	6.8101528	6.1772905	6.5183293	6.7437947	6.4136636	5.8933047	6.7300281	6.4572761	6.3426666	6.7620526	6.7563492	5.7869758	6.246703	6.700773	6.4536584	6.3752025	5.6037928	6.0851046	6.7774672	6.209532	6.514423	5.1850976	5.71835	5.933574	6.5403898	6.011724	6.2328621	7.0212707	6.6923791	5.5904051	5.8774769	6.4379589	5.842877	6.5282014	6.2967847	5.887288	6.800491	6.5877396	6.8550245	6.8231425	6.7606862	5.3025179
MAPK9	8.2874717	8.1414425	7.7227338	8.0869676	8.2289602	8.2114372	7.8803196	8.012636	7.2031159	8.237745	8.4157247	8.420868	7.513114	8.1961991	8.1935637	7.8576552	7.8665684	7.6009308	7.0950416	7.8943772	8.254716	7.8331419	7.7888282	7.920537	8.1112798	7.3346743	8.1731436	8.1202229	7.9738466	8.1164209	8.3684791	7.9017276	8.1049832	8.2482022	7.646251	7.542931	7.9246003	8.157256	8.235836	8.0811168	7.9740001	7.7072043	7.9712684	8.3503192	8.2971666	8.3103935	8.4715866	8.2676857	8.060823	8.3964045	8.0171286	7.882653	8.1802366	7.770593	8.3770646	8.0036499	8.1242376
MAPKAP1	8.7135428	8.3018044	8.0303261	7.8006051	8.2771013	8.4288453	8.3484585	8.255139	8.1022763	8.490675	6.8448229	8.439614	7.892042	8.1794456	8.4235188	8.1818825	8.1404595	8.3025212	8.4839246	8.369133	8.2862748	8.8314134	8.0868876	8.4907124	9.1170634	8.135484	8.9722289	8.4442917	8.3753373	8.3541132	7.8746473	8.4718567	8.6236494	8.6381304	8.234199	8.24127	8.308304	8.636566	8.099627	7.9727967	8.4759514	8.1829658	8.0472048	7.8991016	8.3271326	7.8378654	8.5958235	8.0726188	8.2903227	8.060236	8.8713393	7.80298	7.9215045	8.4063676	8.4586621	8.2904118	8.8805771
MDM2	5.4242613	5.5115726	5.2476504	5.4271433	4.8489706	5.8258318	5.7374007	4.862538	5.6396523	4.767834	5.4280708	5.339328	4.817584	5.2054641	5.4211502	4.8465512	5.2294687	5.0542674	5.8454046	5.3387276	5.0405448	5.5466239	5.157636	4.8339576	4.9270143	5.2935747	4.595711	5.2419774	5.1568238	5.5376832	5.125505	5.0824913	5.3908422	5.8412291	4.912914	5.170217	5.1473848	5.244954	5.038323	4.9553236	5.0210377	5.3786067	5.2961988	5.4544837	5.2142295	4.4403411	5.5181365	4.8258926	5.0563233	5.1708702	5.2396677	5.479795	5.4116685	5.2229857	5.1226849	5.4283388	4.5316842
MDM4	2.8360111	3.3104203	4.794399	4.7632863	4.1560075	5.31484	5.2181299	4.413843	4.640226	3.34925	4.3925904	5.09642	3.188539	3.5479658	5.0870063	5.4156044	3.7973548	3.4358557	5.7041004	5.193483	4.6239428	4.3247522	2.9640002	2.157426	5.4240165	1.9175354	4.9634145	3.6923636	4.1289456	5.1649828	4.7981488	3.495771	4.8881507	3.1653973	5.034877	5.788677	2.4093795	4.692352	2.896511	4.6340333	4.4994216	3.3167473	4.8528706	3.180157	1.8066533	3.9410855	4.131751	3.1028343	4.807803	2.3794531	4.0445852	2.528733	3.7041376	5.064915	4.7203727	1.9810954	5.0503417
MEF2C	7.7296392	8.7269004	8.8077527	8.8164862	8.4761246	8.1003376	8.3097002	8.775619	8.5775758	8.671444	8.7338551	8.021863	8.088184	8.4260434	8.1645328	8.8414574	8.9787672	9.0570158	7.1558451	7.6427562	8.4252478	9.1680483	9.1791964	9.1768527	8.8691432	8.4978696	9.0220555	9.2373941	8.8056811	9.4374517	8.7482969	9.0476769	9.0994605	8.7805622	9.264185	9.353558	9.0906139	8.420931	8.340604	8.7535907	8.8941676	8.9752124	8.6961502	9.2007339	8.4996723	8.6972948	8.8114271	8.2921827	8.5246182	8.8664501	9.2485495	8.69624	8.7372306	9.0235321	8.6556666	8.0662859	9.2965412
MEG3	7.2012599	7.430344	7.6316341	7.7462316	7.7150562	7.2234724	7.6172038	8.217541	8.5867112	7.435852	7.1691773	6.449749	8.996821	7.4895055	6.7684887	8.979031	7.7330917	7.8970564	8.7650736	7.9424926	7.2227704	7.6483208	8.4629907	8.7388836	8.6795757	7.3304646	7.2239431	6.4915678	6.8935403	7.2310432	7.129778	8.3658034	7.8827206	7.7942899	7.550352	7.936306	7.3352394	7.580342	7.154441	7.4514554	7.5950083	7.070579	7.0648322	6.9717667	7.045377	6.134643	6.7548828	7.0313118	5.9435104	6.6594883	7.9030108	8.465383	7.0968458	8.4481103	7.2876706	5.4925459	7.2831626
MFN2	9.0318606	8.9420748	8.3845107	8.434784	8.4974521	8.8375181	8.8460842	8.368993	8.755305	8.784985	8.3586733	8.502755	8.916216	8.5879034	8.714066	8.5095844	8.670883	8.6263198	9.0748509	8.9069059	9.1060373	8.9064364	8.9082541	8.8885223	9.132433	8.7417753	9.1065164	8.6908166	8.8062856	8.7476068	8.4835431	8.7386614	9.0471367	8.914507	8.839568	8.470248	9.1018178	8.464227	9.083932	8.7502915	8.7227246	8.5817287	8.6277713	8.5882398	8.3784315	8.5998094	8.9199352	8.0973478	8.8854782	8.6877002	9.0600136	8.569009	8.4164791	8.9401999	8.7996906	8.7289302	8.8218106
MICU1	9.2604695	9.3244331	9.0528989	9.0098729	9.1116188	9.0496582	8.823839	9.142504	8.76849	8.619006	9.1581775	9.285084	9.184534	9.1035798	9.382066	8.8385207	9.0044566	8.9807921	8.314948	8.5640435	8.9922229	9.7205471	9.0451404	9.0708762	8.8861438	9.5874402	9.433029	9.1187096	8.7706194	9.0899194	8.6724135	8.9438535	9.0969869	8.5033322	9.188265	8.913046	8.9635439	9.397728	9.207639	9.2253593	9.6069628	9.3975465	9.3077682	9.3795476	9.4211542	9.5198179	9.101358	9.2115272	9.3643814	9.6734217	8.9370217	9.320568	9.3281565	9.2425263	9.336531	9.5453439	8.5474974
MLLT1	2.2630347	2.3223012	2.5813391	2.7479112	1.9489626	2.9898555	2.6358372	3.749	2.4895228	2.698703	2.3845272	2.565309	2.855113	2.7117784	2.6153132	2.8436397	2.9439281	2.3418621	3.5754806	2.4839834	4.2295951	3.2872437	4.1960159	2.7697478	2.5066586	2.7618882	3.0597631	2.1258753	4.649028	2.5143413	3.9146018	3.7735141	2.6147187	4.5126826	2.551502	3.225722	2.4424563	2.608798	2.646029	2.6979182	2.7720399	2.7668539	2.1447775	2.7712334	2.9648049	2.079538	2.992597	2.3628382	1.8157878	2.3976187	3.2041734	1.82013	2.1090417	3.4043552	4.756545	3.143721	3.3947879
MLST8	6.095077	7.456612	7.3114506	7.8894109	6.6170392	6.2634305	7.0878804	5.690786	7.7570828	6.727045	5.4829293	6.707582	7.2152	7.8922696	6.9704674	6.3486902	7.0789161	5.7530597	6.0716139	5.697389	7.2310197	7.640474	7.1031853	6.5431714	7.1297626	5.1479622	5.5478384	6.1852324	6.4373054	7.7377891	7.5219107	7.656649	6.5198337	7.6499862	5.879095	6.911006	5.7292468	7.428301	7.374227	7.1921006	6.0155619	6.8514945	6.6862965	7.5340499	7.9439668	7.486686	7.3726217	7.0593017	6.8439557	6.7438041	7.1044834	6.722713	7.1265978	7.3393293	7.0593509	6.7783856	7.1648892
MMD	9.5961181	8.5829307	8.549717	9.4682844	9.0441783	9.2786807	9.8159183	9.65661	8.5972711	8.946025	9.9844396	8.542575	9.81714	9.840767	10.4742392	9.8402573	9.6638236	11.0398932	7.8873657	9.8223685	9.9014813	9.6106669	8.7437165	8.8254417	9.8095711	9.5757668	9.3602944	9.3469068	9.8572037	9.0486924	9.5906102	9.5220543	10.1107671	10.3394764	9.425302	10.201092	8.9726387	9.675631	9.735468	9.5362496	9.6716853	9.4218124	9.3614697	9.6831886	9.9908565	10.6071148	9.546096	9.768755	9.4727304	8.967913	10.0654795	10.39603	9.4120681	10.3250739	10.0933341	10.2784243	9.0936551
MPC1	9.8028801	8.8351077	9.3446009	9.0822072	8.8085009	9.9947033	9.0708067	9.251583	9.3573426	8.684384	9.4033392	8.742341	8.847088	8.8398131	9.1620061	8.9750724	9.2822589	10.0895729	8.7763733	9.2911145	9.6568091	9.3039756	9.3638627	9.2672661	9.168695	9.396428	9.3663236	9.0066666	8.7870502	8.8994832	9.1787118	8.9466789	9.2284652	10.0614076	9.232444	9.56516	9.5156407	8.795764	8.781342	8.8358013	9.0538879	8.8143634	9.0399487	9.3077766	9.173371	9.6973771	9.258767	10.0320704	9.0989402	9.1366627	9.1675982	9.597438	9.1515972	9.0577168	9.6565459	9.3686157	9.3628755
MT1G	11.8222525	9.0254558	10.4452187	10.9318407	10.7019009	11.3089874	12.1101481	11.382348	12.5000606	11.784936	11.3995201	11.772728	11.77869	11.7727282	11.3803595	10.3145322	11.6290413	10.3199366	11.3851357	11.3880599	11.1517628	9.2684168	10.5238204	10.5738258	11.4375154	11.3140462	11.3698671	10.6109592	11.2662238	10.9759057	11.7418951	9.6320998	10.0123399	10.5352797	10.496774	10.595609	9.9418609	11.110237	10.689503	10.0202105	10.2691217	11.6262902	11.4264951	10.47652	10.0990869	10.5156447	11.9084183	10.782695	10.8347988	9.51857	11.8173516	11.34706	10.4384307	9.7839929	10.7943209	10.9440229	9.968567
MTCH1	12.0693398	11.5754202	11.6308399	11.7078358	11.7314331	11.5584535	11.2739114	11.351365	11.5499701	11.651743	11.0263513	11.333127	11.603157	11.598886	11.7597307	11.6412532	11.5385797	11.6171406	11.501396	11.4624395	11.5896672	11.5536127	11.4213028	11.4087092	11.5896672	11.7245969	11.643875	11.8127348	11.5708556	11.5156157	11.1923971	11.5395318	11.5548159	11.9624044	11.603157	11.425389	11.7441453	11.646899	11.752216	11.6703497	11.9231571	11.5620862	11.390983	11.6123777	12.0221511	12.1736281	11.5536127	11.8344261	11.8062722	11.5097155	11.7335069	11.56986	11.7517597	11.4208542	11.5662898	11.732191	11.5662898
MTDH	9.7307947	9.6530099	9.4888309	9.6749513	9.5460986	9.1779691	9.9624558	9.290993	9.6426098	10.030724	10.2920801	9.585583	9.672938	9.9975204	9.795445	9.9055844	9.7064661	9.5946401	9.6850002	10.0905366	10.1138391	10.2149347	9.9884344	9.9272394	9.8161664	10.0078714	10.1288138	9.9101535	9.7003747	9.8223845	9.8019045	9.9484508	9.7705551	9.1763515	9.575004	9.415478	9.4868247	9.607172	9.875014	9.5776186	9.9042418	9.6601104	9.6807159	9.157429	9.1230719	9.4058514	9.5593748	9.1348706	9.5173143	9.39589	9.8066971	9.646483	9.7776914	9.6029705	9.4478486	9.5810763	9.8773765
MTF1	8.1232837	7.3636655	7.3981652	8.0109691	7.1219114	6.8695155	7.8835114	7.512106	7.3409865	8.096312	7.6292193	7.879574	7.828022	7.9561787	8.0038382	7.9247857	7.9286939	7.3608881	8.3678712	7.8232962	7.8890828	7.8673928	7.767599	7.9742906	8.0405899	8.3846586	7.8050328	7.5685604	7.8868312	7.884998	7.5218926	7.3962061	7.7489905	7.0142193	7.316315	7.222901	7.5270328	7.823808	8.083897	8.1577446	8.1790241	7.8119569	7.4375056	7.7353832	7.0203854	7.2809604	7.7816309	6.4707614	7.6589768	7.7645656	8.1449871	7.427837	7.9848204	7.8436087	7.8422254	7.9565183	7.9446395
MTOR	6.5047011	5.619602	6.5846506	6.5090023	6.2416947	6.5593235	6.4442537	6.583002	7.0165338	6.591109	5.7377042	5.883222	6.075832	6.6865203	6.2656082	6.3818024	6.376279	6.6825696	6.493793	6.3964772	6.4510444	6.314357	5.9037556	5.8866663	5.8950638	6.3228712	5.6550875	6.2932369	6.6970488	6.0000005	6.7972402	6.1047565	5.7463269	5.8134244	6.224437	6.643947	6.4425932	6.054303	5.386623	5.8826703	6.7546629	6.1197162	6.4232381	6.301779	6.3865245	6.1618085	6.331258	5.7033181	6.1766051	5.8994995	6.3063817	6.383497	7.0960706	5.8397195	6.1809573	6.0745633	6.3434074
MUC1	6.3683906	6.5439868	6.6050999	7.1416839	7.2091613	7.1327861	6.7138921	6.644168	8.3812504	7.677143	6.6987353	7.439075	7.674005	7.8599074	6.9622889	6.4761883	6.9184658	6.2825122	7.3085421	7.2596596	6.9903448	6.9128432	6.5987565	6.6278802	6.7723873	6.623624	6.6761528	6.9465032	7.0492191	7.0423711	7.0969625	6.3423763	6.3673097	6.6626338	6.08985	6.047436	6.4973178	6.891764	6.746573	6.1474514	6.3122078	6.2871449	6.6681889	6.3665495	6.4180049	6.0166849	7.8280191	6.356445	6.6185601	6.1819929	7.4206501	6.82283	6.8844977	7.2940389	6.8881905	6.9587028	6.8471402
MYB	5.7177369	5.6374468	5.7221796	5.44191	6.0628547	6.0912961	5.2379608	5.718698	4.3658627	5.16004	5.4525491	4.125969	4.566752	5.6197305	5.1577427	5.5816936	3.8001131	4.7743488	5.462715	5.5007499	4.8674274	5.2474578	4.2365995	4.8454628	3.6391452	5.6586445	4.087843	5.5447953	5.2226031	4.147706	3.9465743	5.777872	4.9444437	5.142857	5.498179	5.198433	4.8003855	5.278585	4.918926	5.696171	5.8268907	5.5404786	5.4291619	3.9978691	5.8432713	5.7785525	5.1536331	4.6435545	5.4842702	5.3795955	4.8234705	5.613074	4.8323729	5.427338	4.9150911	5.1565538	5.4875439
MYCN	4.8448204	3.9885885	4.448445	3.4748896	4.2922796	3.7168515	4.7138843	3.714521	2.9634323	3.994253	4.037171	4.439908	3.773645	4.3031215	3.9207868	4.1457376	4.8504495	3.6970454	2.8635327	2.5750811	3.1939589	5.1285969	3.973995	3.8234539	4.0067712	4.1234864	3.3551919	3.2258044	4.4358471	3.6898975	4.0462233	3.9685348	4.1973002	4.1915872	4.911333	3.472163	3.9707097	4.648326	4.021188	3.5359337	3.5362737	3.2201463	3.6000585	4.3151658	4.604525	4.4012054	4.0045549	3.7705601	3.5918522	5.0784706	4.1286688	4.454281	4.065413	4.5652842	3.7913586	3.9508241	3.873306
NCOA3	7.2031357	7.5092156	7.9451559	7.5604083	7.2204741	7.9335857	8.2173003	8.110113	7.9924063	7.686888	7.962797	7.139033	7.195703	8.0725185	8.371383	7.5194117	7.71465	7.8595148	7.2014718	7.7511796	8.8031488	7.7584742	7.817393	7.8425744	7.7652118	7.2171624	7.4419582	7.4869766	7.7066802	8.0499005	7.98654	7.4612961	7.3758792	7.0249429	7.141583	7.520183	7.0653767	7.035007	7.270531	7.3184031	7.5709496	7.2540463	7.4000257	7.231956	6.8606052	7.0230016	7.592386	6.8022517	7.4929859	7.2880069	7.5660831	7.292295	7.9070554	7.7497649	7.6653838	7.6821812	7.0159749
NCOA4	11.6104078	11.3368449	11.3470652	11.2396434	10.9975218	11.4039704	11.3520952	11.125279	11.0843763	11.300831	11.6044281	10.765953	11.062699	11.1419056	11.4958306	11.7113791	11.7496107	11.4629597	11.3119797	10.6252739	11.7496107	12.109766	11.9358387	11.7154676	11.9407655	11.5008359	11.6648169	12.0705019	11.6680665	11.7603296	12.0128429	11.5873896	11.8589612	11.4039704	11.476471	11.828764	11.6235856	11.620051	12.256169	11.8542494	11.7959521	11.2461616	11.4132344	11.5427116	11.8059057	11.4367096	11.458101	11.4175798	11.4261853	11.4756269	11.9833625	11.90424	11.6591352	11.3232699	11.4632524	11.3458319	11.2899556
NDRG1	12.2066385	11.8588334	11.5745296	11.7985817	11.8423792	10.9414239	11.4519648	11.837282	12.0145408	12.05924	10.9270396	12.480594	12.767051	11.779335	11.0252685	11.5591798	11.3504544	11.6727288	12.0758057	11.4955344	10.724565	10.9958565	10.9315755	10.981752	11.4726192	11.0066611	10.9800348	10.813447	11.1798187	10.8824631	10.9471922	10.8707754	10.852816	10.9350635	11.106372	10.851021	11.3009186	11.265101	11.169302	11.2289074	11.1924218	11.2267755	11.73572	11.1408119	10.741447	11.4837472	11.5806864	10.095585	11.1336103	10.9569491	11.2402398	10.90121	11.2222298	11.4392349	10.9752194	11.9261011	10.6656082
