id	logFC	AveExpr	t	P.Value	adj.P.Val	B
PLIN2	-1.372445404875	8.98914034210526	-8.05898224326491	4.73343752198204e-11	1.5630308954166e-08	14.999531594041
MTHFD2	-1.28434059175	9.46209813333333	-8.03627394721976	5.16782792693353e-11	1.66271550838877e-08	14.9147618778574
GLT8D2	0.990768727000001	9.7859246877193	8.00773812691675	5.77081335688265e-11	1.81030415005409e-08	14.8082075023358
RLF	-0.716952202250001	8.27134401403509	-7.95559400880442	7.06076708021553e-11	2.1609391542084e-08	14.613414482948
TPPP3	1.99827862425	9.2062308631579	7.91648870249223	8.21457081704331e-11	2.45420082410142e-08	14.4672630461058
NAMPT	-1.567010952125	9.78380457719298	-7.89891557528568	8.79287560113354e-11	2.56588379169823e-08	14.4015679085586
CTSO	0.691754029124999	10.3389580631579	7.88456942511119	9.29510890373532e-11	2.65079605736524e-08	14.3479286588628
ARPC1A	0.557021109749998	9.76665688947368	7.79156067561288	1.33264421670385e-10	3.6225055227881e-08	14.0000179477136
BTG1	-0.648253801374995	11.5513869333333	-7.78866305949958	1.34769063707962e-10	3.6225055227881e-08	13.9891749847974
PTN	1.290577905375	8.42706976842105	7.7869146525121	1.3568517657877e-10	3.6225055227881e-08	13.9826322846543
JMJD6	-0.648539267125003	7.49123254385965	-7.71635484164518	1.78359116672525e-10	4.66260457501427e-08	13.7185253552033
MRPL48	0.558438613999998	8.41020473333333	7.63694390370813	2.42665980140943e-10	6.21423003838481e-08	13.4211545286735
PIM1	-1.188466104625	8.62080902280702	-7.62428345296105	2.54877299021833e-10	6.39640069625192e-08	13.3737337698478
MKNK2	-1.001281020625	10.3823604017544	-7.61859596486108	2.60561447490664e-10	6.41083341786834e-08	13.3524299378155
CCNL1	-1.2930044755	9.90777643859649	-7.54670812757956	3.4435121340609e-10	8.30945966503773e-08	13.0831157488009
PHC2	-0.836675757375005	10.0051085421053	-7.52725807267957	3.71337379829468e-10	8.79158762660409e-08	13.0102385906288
LGALS1	0.610174928624998	12.4455250578947	7.44943950081185	5.02204655085582e-10	1.16697481703961e-07	12.7186281708038
BTG2	-1.11811875325	9.51919288070175	-7.41298041254385	5.78512971649017e-10	1.31985104877307e-07	12.5819929715606
SLC19A2	-1.558110099	7.78902024736842	-7.40825362175172	5.8922028695369e-10	1.3202743144098e-07	12.5642784365235
NASP	-0.515889375250002	8.20202003859649	-7.38976632242922	6.3303640862256e-10	1.38007110942008e-07	12.4949935310679
PART1	1.3708435155	6.00038213157895	7.38779227788353	6.37903445540044e-10	1.38007110942008e-07	12.4875953841944
SULF1	0.919242918124995	9.57766005964912	7.35139189856358	7.34664849691266e-10	1.56247025998746e-07	12.3511777818307
ATF3	-1.995988848875	9.04483530877193	-7.28726134762004	9.42202908695206e-10	1.97046034971791e-07	12.1108462088305
BAG3	-0.848201317625	9.87277995614035	-7.26704918200418	1.01905656610079e-09	2.09624947400536e-07	12.0351056782837
SLC5A3	1.22025002225	8.99070952807017	7.22402990510401	1.20412856930188e-09	2.43700085283872e-07	11.8739134816809
TMEM230	0.707031738874997	10.1463878070175	7.2156905311512	1.24371604195664e-09	2.46845671781689e-07	11.8426684625259
OGN	2.009533702375	9.03860920350877	7.21253851463579	1.25901522107333e-09	2.46845671781689e-07	11.8308590747561
NFKB2	-1.013734323375	6.41034615789474	-7.20161406109477	1.31351009068422e-09	2.53568071044702e-07	11.7899303891941
CDV3	-0.568514836375003	9.05546952807017	-7.19747068544799	1.33478965083927e-09	2.53771826344412e-07	11.7744075776974
FAM114A1	0.597244345249999	10.8875198070175	7.17814087015846	1.43870620225056e-09	2.6944605113194e-07	11.70199335742
PDGFC	0.873826547500007	10.6519256298246	7.15278959950891	1.58734155099507e-09	2.92911202674796e-07	11.6070303103586
GRB10	-0.634165245625002	8.24624198596491	-7.14901547137334	1.6107444400633e-09	2.92922046868323e-07	11.5928937907314
IRAK3	-0.962129879875003	6.72866621754386	-7.1056636483077	1.90559449054859e-09	3.41591423820052e-07	11.4305330815051
SPEN	-0.550526067999998	8.78770180175439	-7.0864892802869	2.05264975048074e-09	3.62769705197638e-07	11.3587340162064
SAT1	-0.599646953999999	11.7655386	-7.07836601568051	2.11831814234278e-09	3.6917577847385e-07	11.328318710222
EFEMP2	0.655521513124997	9.91383851754386	7.06793942550844	2.20569004179917e-09	3.79136967732822e-07	11.2892815492875
CLK1	-0.870533532875003	8.78825575614035	-7.05897447748049	2.28368518247361e-09	3.87238941482147e-07	11.2557189169056
ETS2	-0.899006445875004	8.98923415087719	-7.05037542960631	2.36108302862895e-09	3.95024931243148e-07	11.2235280443339
ZFP36L2	-0.705035190875005	10.5181016140351	-7.04219740345398	2.4371196668257e-09	4.02381283938538e-07	11.1929150729197
AASS	-1.189511847	5.96550504736842	-7.03742388906815	2.48262717242699e-09	4.04571503371609e-07	11.1750471044797
ARID5B	-0.760865759625004	10.8216096368421	-7.0268572901497	2.58640204792368e-09	4.16079139709568e-07	11.135496981792
ZMPSTE24	0.509793016749999	10.7340931403509	7.01995076814781	2.65656017778258e-09	4.18055035490415e-07	11.1096479862652
PPP1R15A	-1.236707759125	9.11993828070175	-7.01910149805184	2.66531740829082e-09	4.18055035490415e-07	11.1064695222841
SLCO4A1	-1.806903307625	7.35093453508772	-7.0079951342845	2.78252839837395e-09	4.31051436330819e-07	11.0649049569146
KLF4	-1.0301497615	11.1001280333333	-7.00113402381558	2.85749383418537e-09	4.34337864416614e-07	11.0392296889512
ZNF423	0.859367033	8.77278735964912	6.9997398727036	2.87297121027885e-09	4.34337864416614e-07	11.0340127467986
FKBP5	-2.9962362615	6.57152157368421	-6.95709639575582	3.38904022401859e-09	4.99327841462869e-07	10.8744695540973
RORA	-0.753308738250001	6.67566256315789	-6.95629437408872	3.39958462468329e-09	4.99327841462869e-07	10.8714694996613
RBM39	-0.411155242249999	10.7018063403509	-6.95457997878824	3.42223417005154e-09	4.99327841462869e-07	10.8650566800029
FUCA1	1.005935794625	10.8871223807018	6.93197930597453	3.73528379006799e-09	5.38739551698542e-07	10.7805267825821
NPAS2	-1.08885516425	6.01385929824561	-6.91447118420815	3.99730135118021e-09	5.69978833575106e-07	10.7150564190485
RTN1	1.14761828825	7.24188440175439	6.88335167987534	4.50908998195969e-09	6.35731023523934e-07	10.5987160463823
STC1	-1.20438904175	6.92876931403509	-6.87022647021101	4.74408051648959e-09	6.61107238327978e-07	10.5496589716577
EML1	0.855784195250001	8.88433588596491	6.86516170449795	4.83799081868746e-09	6.61107238327978e-07	10.5307306924964
CFI	0.94798325875	10.5621053877193	6.86467372280307	4.84713627081399e-09	6.61107238327978e-07	10.5289070411681
PRSS23	0.996142324625	10.2484812122807	6.85716801826528	4.98999558035762e-09	6.7327381228309e-07	10.5008585094051
LTC4S	1.851236190875	6.66266014912281	6.83116345494578	5.51821821103764e-09	7.36623426724472e-07	10.4036992795308
SPRY1	-0.967651199125001	9.04570021754386	-6.82259645517353	5.70416986742911e-09	7.53430773647373e-07	10.3716975177731
PPIC	0.783303045124995	10.4052034859649	6.81659145923482	5.83822413783988e-09	7.62930675708424e-07	10.3492680405832
SLC3A2	-0.61190464475	8.93451036140351	-6.81397135250818	5.89769489510018e-09	7.62930675708424e-07	10.3394821073434
MAGED2	0.576475004250002	9.37141904210526	6.80684503916271	6.06252029722878e-09	7.76250047853334e-07	10.312867397635
EPYC	2.010967360375	6.15262145614035	6.76227203672512	7.20287014449596e-09	9.12945601748841e-07	10.1464558491563
ITGA5	-0.855014178624998	9.43208332807018	-6.75906816686835	7.29263355560161e-09	9.1507965855689e-07	10.134498152313
NXF1	-0.557035137374999	9.76133604736842	-6.75362426644393	7.44772072136364e-09	9.25287124868029e-07	10.1141812785464
GABARAPL2	0.364132348624997	11.4756224701754	6.75047041866204	7.53906782073924e-09	9.27453166810156e-07	10.1024116856056
NEDD9	-0.919883461750002	7.54868106491228	-6.74233851209389	7.77978285141087e-09	9.47773934169938e-07	10.0720672801891
SH3BP5	-0.546941895749999	10.2520459526316	-6.68208260834146	9.81895707121219e-09	1.18469493586126e-06	9.84733359970822
SSR4	0.622583164875	11.4949555052632	6.67515730110502	1.00850819903815e-08	1.20521532205054e-06	9.82151786585393
DPT	1.374681403	10.7581062350877	6.67144357481247	1.02307404132939e-08	1.21108802552841e-06	9.80767523622154
PFKFB3	-1.27945179525	9.2064427368421	-6.66891214028514	1.03312268594044e-08	1.21155359468977e-06	9.79823998002433
TNFAIP3	-1.1749948615	8.93729898596491	-6.63826540757983	1.16286567327641e-08	1.35107763595114e-06	9.68404327568092
FAP	1.56267023737499	9.64185642631579	6.58177317309792	1.44601763609145e-08	1.664644889695e-06	9.47369712507952
SFSWAP	-0.472532426625002	8.04250007368421	-6.57410789788695	1.48939215452569e-08	1.69899025045349e-06	9.44517224949058
THBS4	1.02480634725	12.3870499631579	6.5705447610793	1.50999313339876e-08	1.7050476112962e-06	9.43191408722226
DUSP1	-1.070788533125	11.7347463403509	-6.56851100267466	1.52187864572183e-08	1.7050476112962e-06	9.42434702103369
MXRA5	1.845546814375	10.522266477193	6.55324044075418	1.61414787592424e-08	1.77894932661788e-06	9.36753863743131
RPGR	-1.034454591125	6.64399845087719	-6.55291148998007	1.61619559479151e-08	1.77894932661788e-06	9.36631508100192
MGST3	0.464030737999998	11.3840239964912	6.54851117794527	1.64383753298037e-08	1.79364116207284e-06	9.34994854081879
LRRC17	1.49614092412499	8.65346646842105	6.54346320624312	1.67612807731252e-08	1.81310819949289e-06	9.33117480019756
NID2	1.374971655875	9.74287822807018	6.5410864471003	1.69154947258904e-08	1.81415066513225e-06	9.32233611107097
IRS2	-1.032870653375	9.29775743508772	-6.53130743950216	1.75649997060854e-08	1.86784420603356e-06	9.28597426235913
LDLRAD4	0.570358887374997	7.54075285263158	6.52693149969892	1.78636257175259e-08	1.8836367689371e-06	9.26970521717143
SLC6A8	-0.810561304750005	7.5993172754386	-6.49041334451721	2.05611133520343e-08	2.13679042026416e-06	9.13399240188742
ARNTL	-1.2503810615	6.76458900877193	-6.48985940413291	2.06050080372938e-08	2.13679042026416e-06	9.13193456946941
SGCD	0.672460362124999	6.90269582280702	6.46328564395236	2.28239916139775e-08	2.34750366206713e-06	9.03324397054817
E2F3	-0.599928742125005	7.39084406315789	-6.45946534587256	2.3161970797487e-08	2.36289763875501e-06	9.01906061572076
ARPC5	0.514252612124997	11.0473146368421	6.44324331109402	2.46534740326953e-08	2.49477251743759e-06	8.95884735360206
FZD7	0.746343005624997	8.83804424210526	6.43662457102363	2.52891242087099e-08	2.53862344456713e-06	8.93428597280503
JUN	-1.430964850125	9.63264398421053	-6.42684005245617	2.62587950483995e-08	2.61504254180411e-06	8.89798341043214
DDX54	-0.481193249125001	7.81875851754386	-6.42226608272567	2.67246873926537e-08	2.64048328663794e-06	8.88101579616452
AKAP8	-0.354577187000004	8.47524803508772	-6.4148794439385	2.74944937851635e-08	2.69531959387681e-06	8.85361802402121
MCL1	-0.785376713625	10.0475824052632	-6.41111579481843	2.78951688053639e-08	2.71339983077292e-06	8.83966006076248
VKORC1	0.696571098749995	11.3587608789474	6.40711006833735	2.83279971857093e-08	2.73430545143293e-06	8.82480565352859
ANKH	1.420852615375	8.5818387877193	6.3994068349274	2.91792123866003e-08	2.78359592838448e-06	8.79624368660006
TNFSF11	1.3582576665	6.16003011578947	6.39848888080387	2.92823288609142e-08	2.78359592838448e-06	8.79284044814237
CHD1	-0.828517879374999	8.2435091754386	-6.38536799633734	3.07964703174931e-08	2.90551962063086e-06	8.74420389332303
GLUL	-0.843536057250004	11.4652032736842	-6.38087201752839	3.13330143656102e-08	2.91255181887555e-06	8.72754165734355
LOC728392	0.787247758749997	8.62606601403509	6.38085359124665	3.13352323516257e-08	2.91255181887555e-06	8.72747337265488
CRIP1	1.2324059475	10.8814124631579	6.35745285492238	3.42818206714121e-08	3.1630021013594e-06	8.64077870054375
JMJD4	0.889030704875	6.85615494912281	6.34057691026076	3.65762897108375e-08	3.35006776125247e-06	8.57828784412983
TCTA	0.546745268	8.99740524385965	6.32497210222066	3.88335269415014e-08	3.48464166590839e-06	8.52052746778797
NAP1L1	-0.435402626875003	10.7217979175439	-6.32496526959269	3.88345450056399e-08	3.48464166590839e-06	8.52050218218556
SIN3B	-0.4467111275	7.68148154561403	-6.32466914973077	3.88786924790544e-08	3.48464166590839e-06	8.51940633148872
CEBPZ	-0.679457298125002	8.16101570877193	-6.31101154686808	4.09699994553046e-08	3.60582211883908e-06	8.46887269708662
SLC25A28	-0.615399456125004	8.50980491403509	-6.308542837607	4.13597787667166e-08	3.60582211883908e-06	8.45974028454257
ANXA4	0.536547466874996	10.8953783105263	6.30842030228608	4.13792213427244e-08	3.60582211883908e-06	8.45928700904835
TMCO3	0.75426082525	7.96015732982456	6.30841431890998	4.13801709525684e-08	3.60582211883908e-06	8.45926487573037
RAB20	-0.599620872875002	8.92497041403509	-6.30523191142247	4.18883267090268e-08	3.62492912789564e-06	8.44749320868733
ZNF331	-0.79309496075	8.67719459824561	-6.28434876681744	4.53802656165651e-08	3.9002162531278e-06	8.37027127326259
PVR	-0.544152886875002	6.216749	-6.27611166827435	4.68358640689596e-08	3.997934845832e-06	8.33982383501366
ZFP36L1	-0.608692345250002	9.36953774561404	-6.24356852992083	5.30546537850508e-08	4.49817429523526e-06	8.21959882320911
DDX24	-0.459702769124998	9.80648166842105	-6.23954918463671	5.38775517277072e-08	4.53728536294812e-06	8.20475755717091
DNAJC10	0.681348054874998	7.78771188070175	6.23511997259546	5.47990562601881e-08	4.58412371968561e-06	8.18840481573351
QDPR	0.612062669499998	9.19254479824561	6.23231423913099	5.53908774141809e-08	4.60294523041816e-06	8.17804704729081
DYNLRB1	0.415787328750001	10.7584831052632	6.22757011328489	5.64060492781199e-08	4.65646780488058e-06	8.1605352973716
TBC1D8	-0.474786675375002	7.24563301052632	-6.22421511639275	5.71351052556791e-08	4.68582549508667e-06	8.14815259444302
SPSB1	-0.758461330249999	7.94669717192982	-6.22100974951909	5.7840387884488e-08	4.71286485178283e-06	8.13632325754483
KLF6	-0.891720134124999	9.13120864385965	-6.21483684992162	5.92230771225267e-08	4.79439465634494e-06	8.11354536925934
ITFG1	0.581074263124997	10.0142926701754	6.19760661166144	6.32586964287327e-08	5.07107462038366e-06	8.0499876379852
COL14A1	0.938015624125001	8.96798836666667	6.19682108558589	6.34490528690017e-08	5.07107462038366e-06	8.04709080496761
SDC4	-0.958623502875003	9.81400835789474	-6.18943785812231	6.52662655056136e-08	5.18264360379313e-06	8.0198664974742
LIPA	0.7949729955	11.1022466210526	6.18782106540259	6.56710498089822e-08	5.18264360379313e-06	8.01390566168814
ICMT	0.366745683249999	8.36206296140351	6.18319241677793	6.6843728425229e-08	5.24221940174858e-06	7.99684221576665
GMEB2	-0.369351614875001	8.5127569754386	-6.16259463957368	7.2319533157438e-08	5.63643168981076e-06	7.9209375199479
ARL1	0.380240162124998	8.80683037719298	6.15760338867427	7.37121202860395e-08	5.70950423055077e-06	7.90255143208424
NGFRAP1	0.770064171874997	11.9402893280702	6.15423456523356	7.46670589537936e-08	5.74798929909326e-06	7.890143407929
SRSF7	-0.640269579124995	9.4692840877193	-6.1350047344719	8.03579318217014e-08	6.11635992684324e-06	7.81934096048255
FAM172A	0.564924560249995	8.47035362631579	6.13477938936699	8.04271109283658e-08	6.11635992684324e-06	7.8185115119869
RND1	-1.484379441875	5.99482139298246	-6.13220977526879	8.12201548548682e-08	6.13946086216197e-06	7.80905371105769
ARL6IP5	0.504642846874999	11.7652841649123	6.11500424043618	8.673391431748e-08	6.51698896320802e-06	7.74574625368072
UCP2	0.911387525624999	10.0702399947368	6.10371241327301	9.05528729851465e-08	6.7634372036763e-06	7.70421705956688
PTGS1	0.706229309625002	8.93872816842105	6.08499765976109	9.72531877505555e-08	7.22090532481639e-06	7.63542120743033
GTPBP2	-0.683980852125003	8.01940827368421	-6.08326706880804	9.78970901261003e-08	7.22595698177828e-06	7.62906164563804
PRPF3	-0.652249402875002	7.56369075263158	-6.07843117008452	9.9718902224815e-08	7.28716761067603e-06	7.61129264993709
LRRC15	1.784292341625	8.95076700526316	6.07798714043456	9.98878569522058e-08	7.28716761067603e-06	7.60966125272634
NTAN1	0.561853576874999	8.88283048947368	6.06997785659093	1.02984654015831e-07	7.46966149474365e-06	7.58023869497362
MRC2	0.857984273625002	10.3883288736842	6.06172794412402	1.06274102260901e-07	7.66395077683786e-06	7.54994040618546
NAT1	0.496354539625003	7.83271145614035	6.05283872662161	1.09935205877655e-07	7.88151503238577e-06	7.51730365545512
SOCS3	-1.15849572725	7.60975462982456	-6.05138143256111	1.10547230291672e-07	7.88151503238577e-06	7.51195414017208
RHOQ	-0.463315872250002	10.0462870596491	-6.03918839553444	1.15802234059211e-07	8.20952786991513e-06	7.46720569509986
PLBD1	0.775895921499998	10.5255561087719	6.03651092914597	1.16988956371105e-07	8.247064182835e-06	7.45738190045459
FZD1	0.659827576500001	8.23854745263158	6.03105597690708	1.19444187514022e-07	8.32007828065827e-06	7.43737014394522
PIGA	-1.091890763125	6.78252105438597	-6.03070385970192	1.19604417462675e-07	8.32007828065827e-06	7.43607851480575
NELL1	2.025215384	5.45003433859649	6.02980615641725	1.20013880203949e-07	8.32007828065827e-06	7.43278564936696
HCFC1R1	0.839225133999999	8.33953105087719	6.02692989943467	1.2133519400627e-07	8.3654616175312e-06	7.42223594284647
KDM7A	-0.728832665375004	8.95286934035088	-6.02422464370307	1.22591117042199e-07	8.40586522757114e-06	7.41231440907949
C1QTNF3	1.22384715174999	8.48674497719298	6.02242287972849	1.23434736931635e-07	8.41771238596826e-06	7.40570695384213
EXTL2	0.628463036624996	9.34954355789474	6.01937266236376	1.2487605213453e-07	8.46997136315719e-06	7.39452210139399
C1GALT1C1	0.629047184499996	9.2244181245614	5.99227647854322	1.3843503546952e-07	9.33915497350289e-06	7.29521592054535
ATRAID	0.428348682874999	11.1395154175439	5.97662063432884	1.46924542249398e-07	9.85887249275642e-06	7.23788197434016
DALRD3	0.514251869875001	7.93695945614035	5.96412129456216	1.54071345036981e-07	1.02454055546796e-05	7.19213109252135
HDHD1	0.528926088624999	8.19965401403509	5.96370032630231	1.54317951054705e-07	1.02454055546796e-05	7.19059060376184
LIMCH1	0.631003846875	8.55374677368421	5.94938672099338	1.62939897286682e-07	1.07608938481752e-05	7.13822579311332
GALNT11	0.498521062875	9.20482795789474	5.9428205085218	1.67053284008898e-07	1.0974788522218e-05	7.11421336118084
SLC18A2	1.462348978	5.99631601929825	5.93977966369824	1.68992926369758e-07	1.10443918754569e-05	7.10309509626386
CDH11	1.036929437	9.6049212122807	5.92098404985373	1.8148720216863e-07	1.17994891855542e-05	7.03440099879812
GDE1	0.562450356124998	9.3088060754386	5.91778458702718	1.83703388359636e-07	1.18820109130758e-05	7.02271253508644
EIF1	-0.376814077124999	12.2763344789474	-5.91341747649986	1.86771722379904e-07	1.20185208842207e-05	7.00676067774913
STC2	-0.835736311500001	6.58739102631579	-5.90078958594955	1.95932770331795e-07	1.25225355796211e-05	6.96064964259088
TIMP1	0.665729668874997	13.1011907	5.8998925562227	1.9660021590575e-07	1.25225355796211e-05	6.95737498063635
SRSF4	-0.528537234999998	9.83144300175439	-5.8876352826867	2.05949318552201e-07	1.30517780262273e-05	6.91264060462104
PRMT2	0.355019130249998	8.02423986140351	5.88231146513843	2.10145978270306e-07	1.32508127403809e-05	6.89321744082983
PRKACB	0.519974046124995	9.10763138596491	5.87808787473352	2.13535529818032e-07	1.33972191407833e-05	6.87781121558244
TM6SF1	0.793755499999998	8.73702622280702	5.86480824168899	2.24549651593437e-07	1.39546966532603e-05	6.82938856886782
ITGB1BP1	0.469923177375001	8.83005845263158	5.8646958154581	2.24645260117834e-07	1.39546966532603e-05	6.8289787299516
PPP1CB	-0.521998352500001	8.75386023333333	-5.85778806889208	2.30597698605738e-07	1.42538912418956e-05	6.80380078397783
TSPAN3	0.423456026999997	10.7379711473684	5.84741469401851	2.3983115744568e-07	1.47519674687666e-05	6.76600429446294
HFE	0.40317356075	7.76034105964912	5.84107796216714	2.4565076147687e-07	1.50362231951794e-05	6.74292363374509
GUCA1A	0.976484277499998	6.13886535964912	5.83568518244939	2.50713457846497e-07	1.52716139274653e-05	6.72328593039481
KDM3A	-0.563709381750002	8.76437946315789	-5.82396408146877	2.62076253582445e-07	1.58866320287562e-05	6.68061890681692
BRD2	-0.561957855375001	9.81735618421053	-5.81539742118515	2.70702212458197e-07	1.6285777390918e-05	6.64944785310539
PHF20	-0.444240733625005	8.20270766140351	-5.81485615389718	2.7125657273684e-07	1.6285777390918e-05	6.6474787492583
PHF10	0.345008486874997	9.56650193508772	5.80923860624002	2.77076798623622e-07	1.65559984244248e-05	6.6270450413774
CSF1R	0.881714923124997	10.1764609315789	5.80335887888133	2.8330112445877e-07	1.68476896194722e-05	6.60566286502969
GBP2	-0.481677467750004	9.61233910350877	-5.79930112372574	2.87677236735808e-07	1.69875827084852e-05	6.59090957786452
PHF21A	-0.56080061725	8.12857600175439	-5.79677320071761	2.90437257418544e-07	1.69875827084852e-05	6.58171978389792
NAGK	0.6877266655	9.93329363508772	5.79673535188273	2.90478779863646e-07	1.69875827084852e-05	6.58158219904407
SOX13	-0.704123052625004	7.32103755964912	-5.7950953201871	2.92283649155672e-07	1.69875827084852e-05	6.57562070989215
MAGED1	0.750962974374996	11.1020494087719	5.79496954197907	2.92422526700096e-07	1.69875827084852e-05	6.57516352539164
PNMAL1	1.020497144875	7.27168592982456	5.78332125507574	3.0557117814435e-07	1.76696181721442e-05	6.53283450164908
TXNL4A	0.397080137749997	9.21065103859649	5.77588619510035	3.14268200429679e-07	1.80891622889524e-05	6.50582717692874
C1QA	0.746733739249994	11.2773452333333	5.77436944447003	3.1607225432865e-07	1.81099298964197e-05	6.50031876040978
MED13L	-0.52351625475	8.10953917368421	-5.76941251313375	3.22039924351523e-07	1.83520771757158e-05	6.48231910687338
MAPK1IP1L	-0.402720738499996	9.75606304035088	-5.76844017307093	3.23223546049824e-07	1.83520771757158e-05	6.47878879463642
FOXO3	-0.846239560250005	10.727986845614	-5.75946012688308	3.34360416721666e-07	1.88988941847904e-05	6.44619172120878
ISLR	0.927212222999994	11.2136287473684	5.7541802253096	3.41084867556103e-07	1.91925242963856e-05	6.42703199435712
TFDP1	0.502918407125003	8.60953605438596	5.75270922129779	3.42982052052598e-07	1.92131195944464e-05	6.42169480741951
ACKR1	-1.196813540375	9.60918533508772	-5.74949532508559	3.47163491737074e-07	1.93609221969636e-05	6.4100351652377
CPQ	0.551599137749994	9.52122044736842	5.74233644777016	3.56659755802432e-07	1.97565813281252e-05	6.38406959109904
FBLN5	0.665314591374997	9.41633451403509	5.74099841152595	3.58462963789277e-07	1.97565813281252e-05	6.37921739432957
GOLM1	1.07404000775	9.76282296491228	5.74061483441565	3.58981554256659e-07	1.97565813281252e-05	6.37782646054245
TMED3	0.448107582	9.37284563684211	5.72912040356865	3.74871057905381e-07	2.0540319512971e-05	6.33615629323879
FECH	0.352013749125001	8.05619185789474	5.72797212075246	3.76496133884551e-07	2.0540319512971e-05	6.33199467041925
HSPD1	-0.4803600275	11.1085634350877	-5.72432469103975	3.81704434818193e-07	2.07343170913363e-05	6.3187770411239
