ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
CALCIUM SIGNALING PATHWAY	CALCIUM SIGNALING PATHWAY	162	0.380222550907091	1.4437249872665	0.00906876786278812	0.150402387085432	0.140150628172792	2267	tags=28%, list=18%, signal=24%	TNNC1/RYR2/ATP2A1/PRKCG/SLC25A31/RYR1/GRIN2A/HTR5A/LTB4R2/P2RX5/CALML5/CACNA1B/HRH2/CYSLTR1/CACNA1C/ADCY1/CCKAR/NOS3/ADRA1D/P2RX7/PTGFR/CACNA1D/ITPR3/CACNA1G/CHRM2/ITPKA/PTK2B/ERBB4/ATP2A3/CHP2/P2RX2/AVPR1B/PDGFRB/ATP2A2/GRIN1/BDKRB2/ATP2B1/PDE1C/PLCE1/P2RX6/ADCY3/PTAFR/TNNC2/CAMK2B/GRM5/EDNRA
CYTOKINE CYTOKINE RECEPTOR INTERACTION	CYTOKINE CYTOKINE RECEPTOR INTERACTION	230	0.3412271623892	1.33873595341623	0.0096992882432383	0.150402387085432	0.140150628172792	1916	tags=28%, list=15%, signal=24%	IL26/CXCL8/CXCL3/CXCL1/CXCL2/IL6/CXCL6/CXCR1/CXCR2/CSF3R/IL10/IFNW1/CLCF1/CCL25/TNFSF11/IL17B/INHBA/IL25/CRLF2/CCL18/TNFRSF10D/IL24/IL9/CCL2/CD40LG/CXCL5/CCL4/IL17A/CSF3/TNFRSF9/IL7R/CCL20/GDF5/LTA/IL7/PF4/TNFRSF12A/LIF/EPO/CCL16/PRLR/CCR5/IL21R/HGF/CXCR5/IL12B/TNFSF14/IL1B/KDR/IL19/OSM/BMP7/CXCR4/CCL7/IL4R/CSF1R/IFNA7/CCR4/VEGFC/GH1/PDGFRB/PDGFA/TGFB1/TNFRSF13B
PANTOTHENATE AND COA BIOSYNTHESIS	PANTOTHENATE AND COA BIOSYNTHESIS	14	0.702517513994034	1.70401516062316	0.0131312095066639	0.184847026132269	0.172247444540855	586	tags=29%, list=5%, signal=27%	UPB1/VNN2/VNN1/ENPP1
GLIOMA	GLIOMA	59	0.454361016632178	1.47062780667557	0.0178879316821929	0.233820821274379	0.217883077632726	3028	tags=29%, list=24%, signal=22%	PIK3CG/E2F2/PRKCG/CALML5/PIK3R2/IGF1R/IGF1/PDGFRB/PDGFA/SHC2/GRB2/PIK3R5/CAMK2B/PIK3R3/PRKCA/KRAS/PRKCB
NEUROACTIVE LIGAND RECEPTOR INTERACTION	NEUROACTIVE LIGAND RECEPTOR INTERACTION	240	-0.318107167410507	-1.26556518488794	0.0242645279066423	0.296027240461036	0.275849369886039	1563	tags=23%, list=12%, signal=20%	GHSR/GALR3/GABRB3/CHRNA9/P2RX1/SSTR1/NPY2R/GABRG3/OXTR/TAAR2/CRHR2/MC4R/DRD4/GH2/CHRNB1/LHCGR/GRIK2/NPFFR1/LPAR3/NMUR1/NMBR/AVPR1A/THRB/GRIN2D/GLRA2/CHRNB2/F2RL3/PTGER3/GHR/P2RX3/EDNRB/CTSG/VIPR1/HTR1F/GRIA1/S1PR5/GRIN2C/GZMA/NPY1R/TRHR/GRIK4/GRM2/F2/GRM1/HCRTR2/SCTR/P2RY14/HTR1B/HTR1E/GALR2/FSHB/GALR1/F2RL2/MTNR1A/LEP
NOD LIKE RECEPTOR SIGNALING PATHWAY	NOD LIKE RECEPTOR SIGNALING PATHWAY	54	0.471824570795042	1.50504679875897	0.0300101114304095	0.323050023044997	0.301030219921136	1963	tags=26%, list=16%, signal=22%	CXCL8/CXCL1/CXCL2/IL6/NOD2/CCL2/BIRC3/NLRP1/TNFAIP3/IL1B/CCL7/MAPK12/NFKBIA/MAPK13
VEGF SIGNALING PATHWAY	VEGF SIGNALING PATHWAY	68	0.438932172259883	1.45707351640353	0.0298332345457509	0.323050023044997	0.301030219921136	3028	tags=34%, list=24%, signal=26%	PIK3CG/PTGS2/PRKCG/PLA2G2F/SRC/NOS3/PIK3R2/NFATC3/KDR/MAPKAPK2/CHP2/MAPK12/SHC2/MAPK13/PIK3R5/NFATC1/PXN/PIK3R3/RAC3/PRKCA/PPP3CA/KRAS/PRKCB
GLYOXYLATE AND DICARBOXYLATE METABOLISM	GLYOXYLATE AND DICARBOXYLATE METABOLISM	13	-0.67275014919205	-1.58021243914508	0.0362806067459538	0.36885283525053	0.343711011277457	763	tags=23%, list=6%, signal=22%	HAO1/MTHFD2L/PGP
BUTANOATE METABOLISM	BUTANOATE METABOLISM	32	-0.510030175378971	-1.46319607614054	0.0464706748950779	0.38604462474645	0.359730970428099	1462	tags=25%, list=12%, signal=22%	ACSM1/HADH/ACSM5/PDHA2/L2HGDH/ACSM3/AKR1B10/ALDH5A1
LEISHMANIA INFECTION	LEISHMANIA INFECTION	67	0.415662591499906	1.37468273482893	0.0496031746031746	0.38604462474645	0.359730970428099	3065	tags=39%, list=24%, signal=29%	PTGS2/FOS/IL10/JUN/TLR2/CR1/IL12B/IL1B/FCGR2A/MAPK12/HLA-DOA/NFKBIA/HLA-DRA/TGFB1/MAPK13/IL1A/ITGB2/HLA-DQB1/TLR4/IRAK1/PTPN6/NFKB1/NCF1/TNF/PRKCB/FCGR3B
SMALL CELL LUNG CANCER	SMALL CELL LUNG CANCER	84	0.39146448995416	1.3564282617536	0.0486381322957198	0.38604462474645	0.359730970428099	2933	tags=27%, list=23%, signal=21%	PIK3CG/PTGS2/E2F2/CCNE1/LAMA3/LAMC2/LAMC3/TRAF2/BIRC3/PIK3R2/LAMB1/NFKBIA/TRAF3/APAF1/PIK3R5/MYC/TRAF4/COL4A1/PIK3R3/COL4A2/NFKB1/BCL2L1/LAMB2
