ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
ACTIN CYTOSKELETON	ACTIN CYTOSKELETON	387	0.357969675767873	1.53623291538405	3.16088260687437e-05	0.0171772579543639	0.0168489039045552	2822	tags=29%, list=22%, signal=24%	TNNC1/TNNI1/MYH1/ACTA1/TNNT1/MYOT/VIL1/TNNI2/SYNPO2L/MYOZ2/MYH2/MYH7/AFAP1/TNNC2/MYH4/ONECUT2/NEB/MYL1/EPHA3/MYL2/TMOD2/MYLK3/GYS2/ARSJ/SIPA1L1/MYO6/MYH8/ADD2/LDB3/TPM3/RND1/CENPQ/MYRIP/MARK2/MYLPF/BARX2/ACTN2/AVIL/ARHGAP32/MYH6/MYOZ1/MYL7/PDLIM2/LLGL1/MYL9/PDLIM7/MYO1D/GAS2/ACTG2/MYO1E/FHOD1/KALRN/SORBS2/SH3GL1/SMTN/ROR1/MYH3/SPTAN1/SPRY2/MYO1B/SIPA1L3/ESPN/SHROOM2/SPTA1/WASF1/PSTPIP2/KAT2B/FGR/POTEKP/MISP/ACTL7B/MYO16/STK38L/PPP1R12A/CDH2/OPHN1/PDLIM5/MYO9A/RARA/POF1B/PPP1R9A/DCTN4/CDC42BPB/ZNF268/RDX/AMOT/WIPF1/IQGAP2/EPB41L2/SVIL/TPM2/DLC1/LSP1/AUTS2/VCAM1/NOTCH3/TOPBP1/ACTL7A/STX1A/CLIC4/ABL1/TPM4/MYLK/TRPV4/FLNA/PAK1/ACTR2/ACTC1/CALB1/ASAP1/CD2AP/VCL/LMOD1/CFL1
HEART DEVELOPMENT	HEART DEVELOPMENT	458	0.345309771234312	1.50378784956496	3.48952129888949e-05	0.0171772579543639	0.0168489039045552	2738	tags=32%, list=22%, signal=26%	TNNC1/CSRP3/TNNI1/SYNPO2L/ANKRD1/WT1/SLC9A1/RYR1/MYH7/MB/KCNK2/NEB/EMILIN1/GJC1/MYL2/ASCL1/CACNA1G/TTN/SNAI1/WNT2/SALL1/MDM4/WNT11/MYLK3/COL2A1/TCAP/FZD7/WNT16/HAS2/TIE1/GREB1L/FLRT3/LDB3/MNAT1/UTY/PITX2/SGCG/FOXJ1/ADAMTS1/RBM15/BMP4/COL5A1/ELN/ZIC3/RAMP2/ROBO1/MAPK3/IRX4/ACTN2/ERBB4/MYH6/HTR2B/OXTR/RGS4/MYL7/ADAM15/EYA1/PDLIM2/DYNC2H1/OXCT1/CTDP1/PDLIM7/KDR/ANK2/MSX2/GLI2/CALCRL/CXADR/ITGA3/FOXC1/CCDC40/GJA1/SORBS2/MEF2A/TGFBR1/GLI1/YAP1/GATA3/DUSP9/PDGFRB/CHD7/NRP1/SOX18/IFT140/AP2B1/TSC2/DSG2/COL11A1/NOS3/HEG1/NPY2R/PLN/BCOR/SIX1/KAT2B/GRHL2/PTK7/SAV1/APLNR/CPE/SLIT3/PPARA/PPARD/ACVR1/ROCK2/PDGFRA/AKAP6/HAND1/PDLIM5/ATF2/STRA6/ACVRL1/TWIST1/MKS1/RGS2/RARA/SGCD/PLEC/BICC1/FBN1/IGF1/SMAD6/EP300/NOTCH2/FGFR2/DLC1/MDM2/SEMA3C/PTCH1/VCAM1/COL3A1/ERBB2/MED1/HIF1A/PPP3CB/FOXF1/CREB1/HES1/POU6F1/PRKDC/MMP2/EDNRA/FLNA/GAA/TNFRSF1A/ACTC1/SOX4/DZIP1
MUSCLE ORGAN DEVELOPMENT	MUSCLE ORGAN DEVELOPMENT	256	0.389455499266956	1.61268131927928	3.62183124369684e-05	0.0171772579543639	0.0168489039045552	2654	tags=32%, list=21%, signal=26%	TNNC1/CSRP3/KLHL41/TNNI1/ACTA1/ANKRD1/MSTN/WT1/RYR1/MYOZ2/CHRND/EVC/MYH7/ANKRD2/NEB/MYL2/TTN/WNT2/ITGB1BP2/FOXL2/EGR3/CNTF/ZFHX3/TCAP/MTM1/P2RX2/SGCG/BMP4/ELN/RBFOX1/MYLPF/EGR2/MYH6/PAX7/MYOZ1/EGR1/FOXN2/FOS/ARID5B/ATF3/FOXC1/GJA1/MEF2A/HLF/TGFBR1/SMTN/MYH3/CASQ1/CHD7/RCAN1/COL11A1/HEG1/SIX1/CENPF/NR1D2/ALX4/CACNA1H/ACVR1/HAND1/STRA6/CCNT2/TWIST1/SGCD/PLEC/IGF1/TEAD4/EP300/PPP3CA/SVIL/FGFR2/COL3A1/XK/MED1/RPS6KB1/CYP26B1/CREB1/DAG1/POU6F1/MYLK/LAMA5/CHD2/EDNRA
SKELETAL MUSCLE ADAPTATION	SKELETAL MUSCLE ADAPTATION	20	0.774854177261908	2.02659069443188	3.93484905212382e-05	0.0171772579543639	0.0168489039045552	195	tags=35%, list=2%, signal=35%	TNNC1/TNNI1/ACTA1/TNNT1/MSTN/MYOZ2/MYH7
SKELETAL MUSCLE CONTRACTION	SKELETAL MUSCLE CONTRACTION	33	0.7051408823228	2.06791772797329	4.15177037246951e-05	0.0171772579543639	0.0168489039045552	776	tags=27%, list=6%, signal=26%	TNNC1/TNNI1/TNNT1/TNNI2/CHRND/MYH7/TNNC2/TCAP/MYH8
TERTIARY GRANULE	TERTIARY GRANULE	139	-0.487864589272848	-1.77270831315172	4.51787855161791e-05	0.017523721432088	0.0171887445157937	1511	tags=19%, list=12%, signal=17%	HP/OLFM4/ITGAX/CR1/LAMTOR2/CDA/MGAM/CHRNB4/TMEM63A/TMC6/DOK3/SIGLEC5/ATP8B4/FPR1/STXBP2/PTPRN2/CD33/VAMP1/CAMP/PGLYRP1/DSG1/MMP8/SERPINB10/TCN1/LTF/CFP/CEACAM8
ACTIN BINDING	ACTIN BINDING	345	0.362908764966894	1.55133131815987	6.49550994926129e-05	0.0237124322030092	0.0232591542022155	2346	tags=26%, list=19%, signal=22%	TNNC1/CSRP3/TNNI1/MYH1/MYOT/MYBPC2/VIL1/TNNI2/SYNPO2L/TRPC5/MYOZ2/MYH2/PHACTR1/MYH7/AFAP1/KIF18A/TNNC2/MYH4/ANTXR1/MYBPC1/VASH2/SYN1/NEB/MYL2/TTN/TMOD2/PRKCE/HPCA/HOOK1/MYO6/MYH8/CTNNA3/ADD2/LDB3/TPM3/MYOM2/FMNL1/MYRIP/ACTN2/AVIL/MYH6/MYOZ1/PDLIM2/SNTB1/PDLIM7/MYO1D/GAS2/MYO1E/FHOD1/SMTN/MYH3/SPTAN1/DNASE1/PICK1/MYO1B/NOS3/ESPN/IMPACT/SHROOM2/SPTA1/WASF1/EPB41L3/PSTPIP2/CACNB2/MISP/NCALD/MYO16/STK38L/ENAH/DAAM2/OPHN1/PDLIM5/EPS8L1/MYO9A/POF1B/PPP1R9A/PLEC/LRPPRC/ANXA6/PHACTR4/RDX/MAP1S/WIPF1/IQGAP2/EPB41L2/SVIL/TPM2/KLHL1/PACRG
STRIATED MUSCLE CELL DIFFERENTIATION	STRIATED MUSCLE CELL DIFFERENTIATION	210	0.401276143501454	1.63385431616805	8.19330439940995e-05	0.0282486928348545	0.0277087013694665	2211	tags=27%, list=18%, signal=23%	CSRP3/KLHL41/WNT1/ACTA1/TNNT1/SYNPO2L/ANKRD1/WT1/SLC9A1/RYR1/MYOZ2/BDNF/NEB/MYL2/TTN/TMOD2/MYLK3/TCAP/P2RX2/FZD7/LDB3/MYOM2/BHLHE41/BMP4/BARX2/ACTN2/NOS1/MMP14/MYH6/RGS4/MYOZ1/CTDP1/MYL9/IGFBP5/CXADR/SORBS2/MEF2A/PIEZO1/MYH3/PDGFRB/CASQ1/RCAN1/SIX1/PPARA/CACNA1H/ACVR1/PDGFRA/CDH2/AKAP6/PDLIM5/RGS2/RARA/SGCD/PLEC/IGF1/PLD3/EHD2
REGULATION OF SKELETAL MUSCLE ADAPTATION	REGULATION OF SKELETAL MUSCLE ADAPTATION	11	0.868371342886268	1.97772514480732	9.52139945646245e-05	0.0310998973825295	0.0305054033555248	195	tags=36%, list=2%, signal=36%	TNNC1/TNNI1/TNNT1/MYH7
MUSCLE CELL DIFFERENTIATION	MUSCLE CELL DIFFERENTIATION	279	0.377299649768612	1.58333420156686	0.000100992658766567	0.0313380220152657	0.0307389760866872	2322	tags=26%, list=19%, signal=22%	CSRP3/KLHL41/WNT1/ACTA1/TNNT1/SYNPO2L/ANKRD1/WT1/SLC9A1/RYR1/MYOZ2/BDNF/EREG/FBXO40/NEB/MYL2/TTN/TMOD2/MYLK3/TCAP/WNT5B/P2RX2/FZD7/LDB3/MYOM2/BHLHE41/BMP4/RAMP2/BARX2/ACTN2/NOS1/MMP14/MYH6/RGS4/MYOZ1/CTDP1/MECP2/MYL9/IGFBP5/ANK2/CXADR/SORBS2/MEF2A/PIEZO1/NFATC3/MYH3/PDGFRB/CASQ1/RCAN1/SIX1/APLNR/PPARA/CACNA1H/ACVR1/PDGFRA/CDH2/ANKRD17/AKAP6/SEMA4C/PDLIM5/COMP/RGS2/RARA/SGCD/PLEC/IGF1/PLD3/EHD2/KIT/HIRA/PPP3CA/FGFR2
ACTOMYOSIN STRUCTURE ORGANIZATION	ACTOMYOSIN STRUCTURE ORGANIZATION	166	0.435902456185371	1.7170965849043	0.00011379694381308	0.0336297063478083	0.032986853437145	1815	tags=23%, list=14%, signal=20%	CSRP3/KLHL41/ACTA1/TNNT1/SYNPO2L/ANKRD1/SLC9A1/MYOZ2/PHACTR1/ECT2/NEB/MYL2/TTN/TMOD2/WNT11/MYLK3/TCAP/LDB3/MYOM2/ELN/ACTN2/MYH6/BAG4/MYOZ1/MYL9/FHOD1/SFRP1/MEF2A/TGFBR1/MYH3/PDGFRB/CASQ1/PPM1F/NRP1/SERPINF2/CLASP2/EPB41L3/ARHGAP28
MUSCLE TISSUE DEVELOPMENT	MUSCLE TISSUE DEVELOPMENT	321	0.357706320533885	1.51603300076086	0.000139091877809058	0.0392365542583187	0.0384865229363532	2494	tags=29%, list=20%, signal=24%	TNNC1/CSRP3/KLHL41/TNNI1/ACTA1/ANKRD1/MSTN/WT1/SLC9A1/RYR1/MYOZ2/CHRND/MYH7/KCNK2/NEB/GJC1/MYL2/CACNA1G/TTN/WNT2/FOXL2/MYLK3/TCAP/MTM1/P2RX2/FZD7/SGCG/BMP4/ELN/RBFOX1/MYLPF/ACTN2/EGR2/ERBB4/MYH6/RGS4/MYOZ1/MYL7/EYA1/EGR1/CTDP1/FOXN2/IGFBP5/FOS/MSX2/CXADR/ATF3/FOXC1/GJA1/SORBS2/MEF2A/HLF/TGFBR1/GLI1/YAP1/PDGFRB/CASQ1/CHD7/RCAN1/DSG2/COL11A1/HEG1/PLN/SIX1/CENPF/SAV1/NR1D2/PPARA/ACVR1/PDGFRA/AKAP6/HAND1/PDLIM5/STRA6/CCNT2/TWIST1/RGS2/RARA/SGCD/PLEC/EYA2/IGF1/EP300/NOTCH2/PPP3CA/SVIL/FGFR2/SEMA3C/PTCH1/COL3A1/XK/MED1/RPS6KB1/CYP26B1
EXTERNAL ENCAPSULATING STRUCTURE ORGANIZATION	EXTERNAL ENCAPSULATING STRUCTURE ORGANIZATION	242	0.381216685735917	1.57801990365838	0.000171139573951564	0.0457057835144498	0.0448320888213551	2127	tags=32%, list=17%, signal=27%	DMP1/IMPG1/WT1/TLL1/COL8A1/PHLDB1/FKBP10/ANTXR1/MMP13/EMILIN1/ADAMTSL2/SMPD3/COL10A1/IMPG2/COL2A1/NR2E1/SERPINH1/ADAMTS3/HAS2/TIE1/FAP/TNFRSF11B/ADAMTS1/COL5A1/ELN/APP/RAMP2/HPN/GPM6B/COL1A1/COL16A1/MMP14/LAMB1/CPB2/COL18A1/COL4A1/ADAM15/MMP3/OLFML2B/HPSE2/COL9A1/NID2/ADAMTS20/COL5A2/MMP9/SERPINB5/LRP1/GAS2/MYO1E/MFAP4/AEBP1/ADAMTSL3/LTBP3/OLFML2A/SULF1/FOXC1/NDNF/TGFBR1/SPINK5/NOX1/CREB3L1/COL17A1/FMOD/COL11A1/SERPINF2/COL14A1/CLASP2/COL4A2/MMP19/NID1/COL5A3/BMP1/PDGFRA/VWA1/COL11A2/COMP/CTSK/ADAMTS7
COMPLEX OF COLLAGEN TRIMERS	COMPLEX OF COLLAGEN TRIMERS	20	0.749042403380515	1.95908134584754	0.000176754560803544	0.0457057835144498	0.0448320888213551	2424	tags=70%, list=19%, signal=57%	COL8A1/COL10A1/COL2A1/COL5A1/COL1A1/COL16A1/COL4A1/COL5A2/COL11A1/COL4A2/COL5A3/COL11A2/COL4A3/COL3A1
STRIATED MUSCLE ADAPTATION	STRIATED MUSCLE ADAPTATION	40	0.631202424899147	1.92276515083635	0.000201178009274045	0.0499404290221889	0.0489857864266022	1289	tags=30%, list=10%, signal=27%	TNNC1/TNNI1/ACTA1/TNNT1/MSTN/MYOZ2/MYH7/KLF15/TCAP/MYH6/MYOZ1/IGFBP5
MYOSIN FILAMENT	MYOSIN FILAMENT	22	0.733510725257188	1.94320149416173	0.000232628304129274	0.0555265867471643	0.0544651612461372	1569	tags=55%, list=13%, signal=48%	MYH1/MYBPC2/MYH2/MYH7/MYH4/MYBPC1/MYBPH/MYH8/MYOM2/MYH6/ACTG2/MYH3
ACTIN MYOSIN FILAMENT SLIDING	ACTIN MYOSIN FILAMENT SLIDING	15	0.787383572428442	1.9306723314946	0.00029152364445835	0.0670072495373526	0.0657263639728124	1027	tags=53%, list=8%, signal=49%	TNNC1/MYH2/MYH7/MYH4/MYL1/MYH8/MYLPF/MYH6
CARDIAC MUSCLE TISSUE DEVELOPMENT	CARDIAC MUSCLE TISSUE DEVELOPMENT	184	0.409199613468022	1.63457278220964	0.000303768020193374	0.0673280119042886	0.0660409947661009	2108	tags=28%, list=17%, signal=23%	TNNC1/CSRP3/TNNI1/ANKRD1/WT1/SLC9A1/MYH7/KCNK2/NEB/GJC1/MYL2/CACNA1G/TTN/WNT2/MYLK3/TCAP/FZD7/SGCG/BMP4/ACTN2/ERBB4/MYH6/RGS4/MYL7/CTDP1/MSX2/CXADR/FOXC1/GJA1/SORBS2/MEF2A/TGFBR1/GLI1/YAP1/PDGFRB/CHD7/DSG2/COL11A1/HEG1/PLN/SAV1/PPARA/ACVR1/PDGFRA/AKAP6/HAND1/PDLIM5/RGS2/RARA/SGCD/PLEC
MUSCLE CELL DEVELOPMENT	MUSCLE CELL DEVELOPMENT	142	0.423085667279221	1.62798717867423	0.000324664031779722	0.0694781028008605	0.0681499853278451	2108	tags=30%, list=17%, signal=25%	CSRP3/KLHL41/ACTA1/TNNT1/SYNPO2L/ANKRD1/RYR1/MYOZ2/NEB/MYL2/TTN/TMOD2/MYLK3/TCAP/P2RX2/LDB3/MYOM2/BMP4/RAMP2/ACTN2/MYH6/RGS4/MYOZ1/CTDP1/MYL9/ANK2/CXADR/SORBS2/MEF2A/MYH3/PDGFRB/CASQ1/RCAN1/SIX1/PPARA/PDGFRA/AKAP6/PDLIM5/COMP/RGS2/SGCD/PLEC
ENDOPLASMIC RETICULUM LUMEN	ENDOPLASMIC RETICULUM LUMEN	247	0.377958510887923	1.56647842192871	0.000350928288666249	0.0725953653154248	0.0712076594160323	2264	tags=34%, list=18%, signal=28%	WNT1/IGFBP1/MATN3/DMP1/HRC/AFP/FMO1/COL8A1/ARSF/FKBP10/SCG2/IL12B/FOXRED2/IL12A/TSPAN5/TRDN/COL10A1/CASQ2/COL2A1/SERPINH1/WNT5B/AMBN/PTGS2/APOL1/ARSJ/SPON1/EDEM3/BMP4/F2/COL5A1/TNC/APP/MAPK3/COL1A1/COL16A1/LAMB1/DNAJC10/EOGT/AMELX/SPP1/BCHE/COL18A1/COL4A1/COL9A1/FGF23/VCAN/IGFBP3/VGF/COL5A2/COL21A1/IGFBP5/F5/H6PD/CP/TMEM132A/IGFBP4/CASQ1/COL17A1/GPX7/COL11A1/BACE1/COL14A1/COL4A2/LTBP1/COL6A2/COL5A3/CDH2/CALU/VWA1/COL11A2/FGA/ALG12/ADAMTS7/FBN1/CHGB/PDGFD/MXRA8/FLT3/UGGT2/COL4A3/F9/SLC27A2/C3/GOLM1
HORMONE RECEPTOR BINDING	HORMONE RECEPTOR BINDING	26	-0.682330914801718	-1.84176339633766	0.00042480793366277	0.0850438076229404	0.0834181419481086	755	tags=35%, list=6%, signal=33%	NPPB/NPPA/FABP4/VIP/GNRH1/NPPC/UCN/LEP/PTH
PSEUDOPODIUM	PSEUDOPODIUM	18	0.760772418915057	1.93829973634716	0.000447335756412983	0.0861301486491392	0.0844837168848435	1137	tags=33%, list=9%, signal=30%	KLHL41/LDB3/MAPK3/ACTN2/MYOZ1/RAB25
MUSCLE ADAPTATION	MUSCLE ADAPTATION	89	0.486967580512703	1.76160827095354	0.000457991444637704	0.0861301486491392	0.0844837168848435	2723	tags=39%, list=22%, signal=31%	TNNC1/TNNI1/ACTA1/TNNT1/MSTN/SLC9A1/PDE5A/MYOZ2/MYH7/KLF15/TCAP/PRKCA/MYH6/RGS4/MYOZ1/CTDP1/IGFBP5/MEF2A/CASQ1/NR4A3/NOS3/PPARA/ROCK2/AKAP6/RGS2/IGF1/HMOX1/PPP3CA/RPS6KB1/IL6ST/DAG1/ATP2B4/CAMTA2/ATP2A2/TNFRSF1A
SARCOMERE ORGANIZATION	SARCOMERE ORGANIZATION	37	0.627530672817559	1.88901592237729	0.000514190629881643	0.0891467527259427	0.0874426566843846	1108	tags=38%, list=9%, signal=35%	CSRP3/KLHL41/TNNT1/SYNPO2L/ANKRD1/MYOZ2/TTN/MYLK3/TCAP/LDB3/MYOM2/ACTN2/MYH6/MYOZ1
PEPTIDE HORMONE RECEPTOR BINDING	PEPTIDE HORMONE RECEPTOR BINDING	15	-0.792491054591287	-1.89781324432105	0.000519720079379375	0.0891467527259427	0.0874426566843846	738	tags=33%, list=6%, signal=31%	VIP/GNRH1/UCN/LEP/PTH
IMMUNE EFFECTOR PROCESS	IMMUNE EFFECTOR PROCESS	495	-0.350251631832569	-1.44299009745783	0.000531344548416113	0.0891467527259427	0.0874426566843846	2239	tags=24%, list=18%, signal=21%	MR1/CCR2/XBP1/IGKC/TUSC2/IL6R/TRPM4/AZU1/CD22/SASH3/IRF8/DYSF/FCGR2B/CD80/UNG/HLA-DQB2/NCR3/PHB/LIMK1/APOA2/CRP/PYCARD/SLC22A13/SLAMF1/PVR/TNFRSF1B/ARRB2/CD36/ULBP1/PTGDR/IL5/LGALS9/CX3CR1/BLK/COLEC11/FADD/CD226/IL9/PLCG2/MIF/SYK/IL9R/IFI35/TLR8/KIR2DL4/CR1/RAC2/BST2/GZMM/IRF4/KLRC4/CEBPG/CRTAM/PLA2G3/IRAK4/CD1E/INS/ZBTB7B/AIRE/FOXP3/CD244/GATA1/MYB/DOCK10/SCNN1B/C4BPB/FES/SH2D1A/CLEC4E/FCN1/C6/CFHR5/CBL/GZMB/TRAF2/NLRP3/FUT7/PCK1/CD27/CLC/PLA2G5/KLRC3/FER/STXBP2/STAP1/APOA1/DHX58/GFER/ITGAL/CD1C/IGHD/CD70/IL23A/ACE/XCL1/CHGA/FCN3/MILR1/PGLYRP1/HLA-DOB/PIK3CG/LY9/PLA2G1B/COLEC10/ULBP2/IFNA2/CCL19/IFNA1/CD5L/ITFG2/AZGP1/HLA-DQA1/CFP/NKG7/SLAMF7/ELANE/MZB1/FCGR1A/CPLX2/LEP/FFAR2
INSULIN LIKE GROWTH FACTOR RECEPTOR SIGNALING PATHWAY	INSULIN LIKE GROWTH FACTOR RECEPTOR SIGNALING PATHWAY	30	0.661264347640144	1.90227688676025	0.00053149046903962	0.0891467527259427	0.0874426566843846	2172	tags=47%, list=17%, signal=39%	WNT1/IGFBP1/GH1/IGFBP2/IGFBP3/IGFBP5/GHRH/PLCB1/GHRHR/IGFBP4/TSC2/CDH3/IGF2R/IGF1
MYOSIN II COMPLEX	MYOSIN II COMPLEX	22	0.717154404431216	1.89987066616754	0.000563840432417907	0.0920840453575139	0.0903238011266691	1569	tags=45%, list=13%, signal=40%	MYH1/MYH2/MYH7/MYH4/MYL1/MYH8/MYLPF/MYH6/MYL9/MYH3
