ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
SKELETAL MUSCLE CONTRACTION	SKELETAL MUSCLE CONTRACTION	33	-0.701497247025963	-1.9641344354763	3.18676042230312e-05	0.0152131039852409	0.0144784718457837	939	tags=33%, list=7%, signal=31%	MYH8/TNF/TNNC2/MYH3/CHRNA1/ATP2A1/TNNI1/TCAP/TNNT1/TNNI2/TNNC1
MITOCHONDRIAL MATRIX	MITOCHONDRIAL MATRIX	338	0.380686002741502	1.58459092192736	3.80228482646365e-05	0.0168549854521667	0.0160410677904417	2822	tags=32%, list=22%, signal=25%	GSTZ1/MTERF1/NUDT2/ACSM1/MRM1/PUS1/ALDH5A1/CCAR2/TST/TEFM/MTHFD2L/MRPS16/DAP3/RNASEL/ACSM5/MRPS18C/NUDT1/GSR/NUDT13/MRPL35/ACADM/WARS2/MRPL9/NUBPL/CYP27A1/ACSM3/MRPS28/TP53AIP1/MRPL44/MRPL19/DDX28/GLDC/DUSP21/DNA2/PDK1/PPA2/MRPS15/POLG2/ACOT9/GLYAT/METTL4/NDUFAF7/MCAT/CA5B/PITRM1/RARS2/HADH/DLAT/MRPL42/OGDHL/HMGCS2/PC/MRPS18B/LARS2/LACTB2/ERBB4/SUCLA2/ETNPPL/ETFB/MRPL24/FDXR/ABCE1/PARG/ETFA/ARG2/CLPX/MRPL13/HSPE1/PDHB/ISCA1/SUPV3L1/MRPS12/ALDH1B1/BCKDHA/NDUFA7/FXN/GLUD2/GLRX2/CLPP/SUCLG2/ACO2/TERT/FASTK/ACAD8/PDK4/MTHFD2/MIPEP/TIMM44/FASTKD5/AUH/CBR4/PCK2/IDH3A/LONP1/MRPS30/MRPS34/MRPL40/MCCC1/TFB2M/MRPS33/MRPL34/MRPS10/SIRT4/C1QBP/OGDH/OXA1L/BCAT2/GLRX5
REGULATION OF MUSCLE SYSTEM PROCESS	REGULATION OF MUSCLE SYSTEM PROCESS	189	-0.459103188749808	-1.73645987826921	5.39529867370847e-05	0.0217593622376105	0.0207086150101315	2356	tags=30%, list=19%, signal=24%	ADRA2B/PDE4B/JARID2/LMNA/GSTM2/CHRM2/FGF13/RGS2/NR4A1/ADRA2A/ADA/TPM1/EDN1/FOXO3/TNFRSF1B/CTTN/PLCE1/TRPC3/SSTR2/EDN2/F2R/AKAP6/AGT/PPP1R12B/CASQ1/NOTCH1/UCN/RGS4/IGF1/RYR2/KCNB2/TRPM4/SLN/PDE5A/CASQ2/TNNC2/CNN1/PDE9A/CHGA/TNNT2/NPPA/STC1/HRC/TACR2/PIK3CG/CACNA1C/NOS3/ATP2A1/TNNI1/NMU/HCN4/PTGS2/TNNT1/TNNI2/MYL2/TNNC1
ACTIN MEDIATED CELL CONTRACTION	ACTIN MEDIATED CELL CONTRACTION	89	-0.554212482597292	-1.88610933268926	5.63786170067472e-05	0.0217593622376105	0.0207086150101315	1252	tags=25%, list=10%, signal=22%	ACTC1/KCNJ8/SCN2B/RYR2/TRPM4/MYH8/KCNA5/KCNJ3/SCN3B/TNNT2/STC1/MYH3/CACNA1C/ATP2A1/MYH2/HCN4/VIL1/CCDC88C/KCNN2/MYLPF/MYL1/TNNC1
REGULATION OF MUSCLE CONTRACTION	REGULATION OF MUSCLE CONTRACTION	135	-0.501126836864933	-1.81418198656629	6.52286122356451e-05	0.0217593622376105	0.0207086150101315	2456	tags=33%, list=20%, signal=27%	ACE2/CHRM3/ADRA2B/PDE4B/GSTM2/CHRM2/FGF13/RGS2/NR4A1/ADRA2A/ADA/TPM1/EDN1/CTTN/PLCE1/SSTR2/EDN2/F2R/PPP1R12B/CASQ1/UCN/RYR2/KCNB2/TRPM4/PDE5A/CASQ2/TNNC2/CNN1/CHGA/TNNT2/NPPA/STC1/HRC/TACR2/PIK3CG/CACNA1C/ATP2A1/TNNI1/NMU/HCN4/PTGS2/TNNT1/TNNI2/MYL2/TNNC1
MULTICELLULAR ORGANISMAL MOVEMENT	MULTICELLULAR ORGANISMAL MOVEMENT	45	-0.659884492980943	-1.99880501153977	6.55460619408706e-05	0.0217593622376105	0.0207086150101315	1300	tags=33%, list=10%, signal=30%	CASQ1/XRCC1/MYH8/TNF/TNNC2/CLN8/COMP/MYH3/CHRNA1/ATP2A1/TNNI1/TCAP/TNNT1/TNNI2/TNNC1
EXTRACELLULAR MATRIX STRUCTURAL CONSTITUENT	EXTRACELLULAR MATRIX STRUCTURAL CONSTITUENT	138	-0.487884384256358	-1.77701155654226	6.66174480365129e-05	0.0217593622376105	0.0207086150101315	2258	tags=43%, list=18%, signal=36%	MUC6/COL6A2/ZP2/COL5A3/LAMA5/COL4A4/COL21A1/COL2A1/COL4A6/POSTN/PCOLCE/COL5A2/ACAN/ECM1/FGB/MUC5AC/AMBN/NID2/ELN/VWF/MXRA5/VCAN/THBS3/SRPX/THBS2/LAMB1/COL4A5/FBN2/NID1/FBLN1/EMILIN1/FMOD/ASPN/AEBP1/CILP/COL5A1/MMRN2/VWA1/MMRN1/TFPI2/LAMA1/CHI3L1/COL16A1/COL18A1/THSD4/COL1A1/COL9A3/IMPG1/SPON1/COMP/LAMC2/COL11A1/MFAP5/UMOD/PRG3/LAMA3/STATH/SBSPON/AMELX/COL19A1
RIBONUCLEOPROTEIN COMPLEX BIOGENESIS	RIBONUCLEOPROTEIN COMPLEX BIOGENESIS	316	0.377851753956479	1.57044239951209	8.51493076478032e-05	0.0260241998397167	0.0247675060299286	4039	tags=41%, list=32%, signal=28%	RPL10L/WDR18/MRM1/USP39/GEMIN6/GEMIN7/EIF2S3/FCF1/RNASEL/USP36/UTP14A/NSUN5P1/HEATR3/UTP3/ERCC2/RRN3/RRP7A/AGO4/WDR46/EXOSC9/WBP11/ERI2/TBL3/RUVBL1/DDX28/PES1/MTERF3/RRP15/ABT1/KRI1/WDR43/EXOSC8/ERI3/NOL3/NMD3/CELF3/CLNS1A/METTL5/MPHOSPH10/PRPF6/RPS8/ATR/GEMIN4/PRPF39/NOP16/PWP2/CDC73/NCBP1/COIL/GTPBP4/ABCE1/NUDT21/PRKRA/NSUN5/EXOSC5/DDX23/NLE1/KRR1/NOC2L/SNRPC/PAK1IP1/DIS3/DDX31/CUL4A/RRP1B/UTP18/TFB2M/NVL/CRNKL1/C1QBP/ESF1/MAK16/GPATCH4/NOL8/NOC4L/SNRPG/EXOSC2/EIF2D/C1D/PTBP2/DHX29/DHX9/RPS5/SNRPD1/KAT2B/SRPK3/LSM4/MRPL20/GEMIN8/PRMT5/STRAP/XAB2/TRMT61B/NUFIP1/CD2BP2/LUC7L/DDX49/POP5/DDX52/SRSF1/SART3/TSR3/CPSF6/RRS1/ZNHIT3/PRPF18/DDX51/PSIP1/PRPF31/CUL4B/DDX1/IMP3/GCFC2/RPL26L1/GAR1/URB2/PIN4/GNL2/WDR55/RSL1D1/TRMT112/RPS21/SRSF10/GLUL/NOL11/PRMT7/NIP7/SNRPE
MYOFILAMENT	MYOFILAMENT	20	-0.777412678180605	-1.94942341167665	8.80612627512166e-05	0.0260241998397167	0.0247675060299286	1033	tags=45%, list=8%, signal=41%	TPM3/TPM2/TNNC2/TNNT2/TNNI1/TNNT1/TNNI2/ACTA1/TNNC1
EXTERNAL ENCAPSULATING STRUCTURE	EXTERNAL ENCAPSULATING STRUCTURE	436	-0.37205438095093	-1.51357212685513	9.86597505435538e-05	0.027337018220788	0.0260169291580035	2278	tags=32%, list=18%, signal=27%	TGFB3/BMP7/MUC6/L1CAM/COL6A2/ZP2/MMP15/COL5A3/LAMA5/COL4A4/COL21A1/SERPINF1/COL2A1/COL4A6/ITIH1/CSPG4/POSTN/ADAMTS1/PCOLCE/COL5A2/ACAN/F13A1/ECM1/FGB/MUC5AC/MMP8/CMA1/IGFALS/MDK/NID2/FCN2/LRIG2/ELN/CHAD/VWF/LOXL1/MXRA5/GLG1/SERPINE2/LMAN1L/CD248/VCAN/THBS3/ADAMTS7/SRPX/THBS2/LAMB1/SERPINH1/CTSZ/COL4A5/GFOD2/OLFML2B/FBN2/GPLD1/NID1/FBLN1/LRRC32/F7/EMILIN1/FMOD/MMP16/MMP3/ASPN/LRRC17/AEBP1/CILP/COL5A1/MMRN2/AGT/MMP19/ITGB4/VWA1/SHH/MMP11/TRIL/HPSE/CBLN1/ADAMTSL4/TGM2/MMRN1/SERPINA5/ICAM1/TFPI2/SERPINF2/HAPLN2/SFRP1/PF4/LAMA1/BCAM/CHI3L1/EMID1/COL16A1/COL18A1/THSD4/LRRN3/CRISPLD2/COL1A1/PRSS2/WNT4/FCN1/COL9A3/CPN2/MMP17/LRRC15/CDH13/IMPG1/PTX3/SPON1/MMP1/PRTN3/KERA/ELANE/ATRNL1/C6orf15/NPPA/COCH/WNT5A/GPC3/CRISP3/COMP/LAMC2/COL11A1/MMP10/ADAMTSL2/FLG/MFAP5/IHH/MMP13/PRG3/ACHE/LAMA3/RELN/APOA1/ALPL/LRRN2/SBSPON/AMELX/MMP20/COL19A1/NTN3
STRIATED MUSCLE THIN FILAMENT	STRIATED MUSCLE THIN FILAMENT	17	-0.798812578059836	-1.93265785073416	0.000101313473908818	0.027337018220788	0.0260169291580035	1033	tags=53%, list=8%, signal=49%	TPM3/TPM2/TNNC2/TNNT2/TNNI1/TNNT1/TNNI2/ACTA1/TNNC1
SECOND MESSENGER MEDIATED SIGNALING	SECOND MESSENGER MEDIATED SIGNALING	256	-0.415886793598423	-1.62708165382141	0.000118355085908567	0.0297228138583977	0.0282875160811218	2314	tags=32%, list=18%, signal=27%	NFATC1/MTOR/AHR/NFATC3/GSTM2/GPR143/ADA/KDR/CCL20/FHL2/EDN1/SCT/CCL4/PDZD3/PLCG1/NFAT5/PLCE1/ADCY1/INSL3/EDN2/PTGFR/EPHA5/PPP1R9A/CAP2/NCALD/MCTP1/GUCY1A2/PDE10A/KCNC2/P2RX2/CCR4/MYOZ1/SAMD14/GUCA1A/CD3E/CXCR1/AKAP6/AGT/CASQ1/GIP/APLNR/NEUROD2/GRIN1/PDE11A/CCR5/UCN/IGF1/CXCL8/GRM5/RYR2/GSK3B/TRPM4/HTR2C/PDE5A/TRPM2/NPPB/HPCA/CDH13/CASQ2/TNF/CCR9/OR51E2/FPR1/PDE9A/NPPA/HRC/RIT2/SELE/INS/ADCYAP1R1/CXCR5/HOMER2/CACNA1C/EDN3/NOS3/CXCR2/GRIN2D/ZAP70/P2RX5/GIPR/AGTR2/NEUROD1/MYOZ2
MUSCLE STRUCTURE DEVELOPMENT	MUSCLE STRUCTURE DEVELOPMENT	480	-0.360063157979821	-1.4769088981309	0.000121743710400475	0.0297228138583977	0.0282875160811218	1814	tags=20%, list=14%, signal=18%	ACTN1/LDB3/LMOD1/USP19/SIRT2/JAM2/TAGLN/SFMBT1/MAPK12/LRP2/SYNE1/AKAP13/PDLIM3/FHOD3/TLL2/LEF1/EGR3/P2RX2/MSC/MYOZ1/CSRP2/WNT1/BASP1/AKAP6/AGT/BTG2/POPDC3/SHH/CASQ1/APLNR/NOTCH1/ACTC1/XK/NMRK2/CENPF/HOPX/PDGFRB/FOS/POU4F1/RGS4/IGF1/SMAD1/ZFHX3/MYEF2/FZD2/RYR2/PLEC/MYLK/WNT4/TBX2/EDNRA/MYH11/TNF/POPDC2/TTN/NEB/TCF21/ATF3/MEOX2/EGR1/ACTN2/HAND1/TNNT2/CHD2/FLNC/ITGA8/NPHS1/WNT5A/MYF6/TNFSF14/FOXL2/SIK1/COMP/KLHL41/SDC1/ANKRD2/COL11A1/FGF9/MYH3/BDNF/CHRNA1/RBFOX1/HOXD10/RYR1/TNNI1/LIF/COL19A1/TCAP/MYLPF/SYNPO2L/TNNT1/MYOZ2/ACTA1/MYL2/FGF8/EZH2/CSRP3/TNNC1
STRIATED MUSCLE ADAPTATION	STRIATED MUSCLE ADAPTATION	40	-0.657274143333884	-1.93681224711426	0.000129079104499387	0.0297228138583977	0.0282875160811218	163	tags=20%, list=1%, signal=20%	NPPA/TNNI1/TCAP/TNNT1/MYOZ2/ACTA1/EZH2/TNNC1
POSITIVE REGULATION OF NERVOUS SYSTEM DEVELOPMENT	POSITIVE REGULATION OF NERVOUS SYSTEM DEVELOPMENT	218	-0.429129977688388	-1.65244054166951	0.000132587994380601	0.0297228138583977	0.0282875160811218	2735	tags=37%, list=22%, signal=29%	CXCL12/SEMA5A/SOX11/FOXG1/SEMA4A/SLIT2/DRD2/EPHB2/PLXNA1/EFNA5/NIN/CLSTN3/PTPRD/MTOR/MAG/SMO/L1CAM/CLSTN1/BMP2/SERPINF1/MAN2A1/ANAPC2/TNFRSF1B/MDK/MAP3K13/DISC1/SS18L1/STAU2/SERPINE2/PRKCH/THBS2/LRP2/MAP1B/CRABP2/DSCAM/PLXNA2/TP73/MYC/TPBG/NEFL/NGF/SHH/FBXO31/NOTCH1/PAK3/CBLN1/TGM2/IL1B/GLI3/TENM4/POU4F2/OLIG2/GRM5/LRRN3/GRID2/NKX2-2/CUX2/ZNF335/EPHB3/SEMA4D/SYNDIG1/TNF/EPHA4/LIMK1/LRRTM2/LTA/CLCF1/ASIC2/ITPKA/MEGF8/BDNF/CLSTN2/RELN/PLXNB3/PAX6/NTRK1/IL6/SLITRK3/LIF/ACE
LEUKOCYTE MIGRATION	LEUKOCYTE MIGRATION	321	-0.393619366145964	-1.56730185661783	0.000134102286180331	0.0297228138583977	0.0282875160811218	2804	tags=34%, list=22%, signal=27%	GPSM3/PLA2G7/C5AR1/GBF1/CXCL12/LCK/PLVAP/CCL11/PECAM1/CDC42/SLIT2/FLT1/XCL1/PDGFD/GOLPH3/IL27RA/BDKRB1/CD200/SELPLG/TNFAIP6/CCL16/EXT1/ITGA9/PDE4B/CCL5/F11R/CXCL3/SLC12A2/EPX/GPR15/GAS6/ADA/CCL20/SLAMF1/ECM1/EDN1/CCL4/PIP5K1C/RHOG/MDK/CCL7/EDN2/MADCAM1/JAM2/CD34/DPP4/PGF/F7/EMILIN1/CCL19/FUT7/CXCL6/CXCR1/FUT9/CYP7B1/IL1B/CCR5/ICAM1/S100A12/CAMK1D/CCL2/CSF3R/PF4/CXCL8/SRC/LRCH1/F2RL1/FOXJ1/PLEC/SCG2/CD177/TRPM4/C5AR2/TRPM2/THY1/ITGAL/TNF/ROR2/PRTN3/CHGA/PF4V1/ELANE/STAP1/CH25H/IL10/WNT5A/TNFSF14/CCL18/CRTAM/PIK3CG/SELE/UMOD/CXCR5/LBP/PODXL2/IL17A/EDN3/PPBP/CXCR2/CXCL2/SPN/ITGB7/ZAP70/CXCL1/CCL21/CXCL5/IL6/SFTPD/GPR18/CXCL13
ACTIN FILAMENT BASED MOVEMENT	ACTIN FILAMENT BASED MOVEMENT	115	-0.504911163488882	-1.79253562046152	0.000160905021575898	0.0340535215611505	0.0324090963718668	1561	tags=23%, list=12%, signal=20%	MYO7B/KCND3/ACTA2/ACTC1/KCNJ8/SCN2B/RYR2/TRPM4/MYH8/KCNA5/SYNE2/KCNJ3/SCN3B/TNNT2/STC1/MYH3/CACNA1C/ATP2A1/MYH2/HCN4/VIL1/CCDC88C/KCNN2/MYLPF/MYL1/TNNC1
POSITIVE REGULATION OF LOCOMOTION	POSITIVE REGULATION OF LOCOMOTION	461	-0.360197491974134	-1.47266054695628	0.000166887569087176	0.0340535215611505	0.0324090963718668	2826	tags=31%, list=23%, signal=25%	RHOC/NTRK3/GPSM3/CYP1B1/PLA2G7/C5AR1/TWIST1/ACVR1B/CXCL12/SEMA5A/PDPK1/PLVAP/CEMIP/CCL11/PECAM1/SEMA4A/SLIT2/FLT1/EPHB2/XCL1/PDGFD/BDKRB1/SASH1/TNFAIP6/PRKD2/CCL5/NEDD9/SEMA6A/ARHGEF2/MTOR/BMP7/SMO/SEMA6D/MAP4K4/PIK3R3/GAS6/TEK/BMP2/ADRA2A/KDR/EPB41L5/CCL20/PRKD1/SLAMF1/ADAMTS1/EDN1/CCL4/PDGFA/XBP1/PLCG1/MDK/CLDN3/ITGA5/ANXA3/CCL7/INSL3/EDN2/MADCAM1/JAM2/INSR/LAMB1/PGF/GPLD1/F2R/F7/DSCAM/CCL19/MYC/LEF1/FUT7/TPBG/ACTA2/CCR4/EPHA2/EMC10/F10/AGT/PLAU/PODXL/KIF20B/CDH5/FBXO31/CASR/NOTCH1/PAK3/PRDM14/CASS4/IL1B/PDGFRB/ICAM1/CAMK1D/FGFBP1/IGF1/CXCL8/SRC/F2RL1/SNAI1/SCG2/MYLK/COL1A1/ONECUT2/IGF1R/SEMA4D/LRRC15/SYNE2/THY1/GAB1/CDH13/ATP8A1/FGF18/TNF/EPHA4/ROR2/DUOX2/FLT4/JUN/CGA/WNT5A/TACR2/PLP1/CLDN1/TNFSF14/LAMC2/PIK3CG/EGF/FGF9/INS/MEGF8/LBP/ONECUT1/PLK2/EDN3/SEMA3D/NOS3/RELN/SPN/CCL21/IL6/VIL1/PTGS2/CXCL13/RAB25
CELLULAR RESPONSE TO COLD	CELLULAR RESPONSE TO COLD	10	0.870162725882597	1.90844960853146	0.000170102992007036	0.0340535215611505	0.0324090963718668	112	tags=30%, list=1%, signal=30%	UCP1/CIDEA/PLIN1
